"","Gene","velovi_logFC","velovi_pval","scvelo_logFC","scvelo_pval"
"122","GO:0072001",1.88827614038763,0.0427698574338086,0.655755140145884,0.695171026156942
"123","GO:0009896",1.87531558289609,0.0385416666666667,0.70988300190612,0.627170582226762
"124","GO:0001822",1.85919182061756,0.0438328236493374,0.655755140145884,0.695171026156942
"125","GO:0035150",-1.85760845005896,0.0169745418883734,-2.29862604211263,0.00176890371264585
"126","GO:0035296",-1.85760845005896,0.0169745418883734,-2.29862604211263,0.00176890371264585
"127","GO:0097746",-1.85760845005896,0.0169745418883734,-2.29862604211263,0.00176890371264585
"128","GO:0010810",1.84434523301912,0.040625,1.1566433652734,0.30761421319797
"129","GO:0001578",-1.83380997900737,0.0197801919488645,-1.57641605768447,0.072435062757417
"130","GO:0007411",1.83145814707336,0.0448521916411825,1.02301353047337,0.385469223007064
"131","GO:0040013",1.82762226107687,0.0459652706843718,1.37666954417003,0.253521126760563
"132","GO:0097485",1.80358328511844,0.0480081716036772,1.03743328880923,0.374622356495468
"133","GO:0009893",1.80037222793539,0.04995004995005,1.36720602882492,0.168831168831169
"134","GO:0044092",1.79738673507519,0.049645390070922,1.33988395570508,0.263527054108216
"135","GO:0051338",1.79509656613375,0.0496957403651116,1.12567111661971,0.343718592964824
"136","GO:0050817",-1.7712633652588,0.0222861949094003,0.368396338622536,0.943514644351464
"137","GO:0010556",1.74465071365695,0.0256834974905973,1.28938320738444,0.208791208791209
"138","GO:0051303",-1.73940015060181,0.0198402692489555,-1.36206468267838,0.14483016382719
"139","GO:0051310",-1.73940015060181,0.0198402692489555,-1.36206468267838,0.14483016382719
"140","GO:0031326",1.72288846517467,0.030189326713701,1.27797493772336,0.218781218781219
"141","GO:0009889",1.71347621368827,0.025974025974026,1.27316411331968,0.225774225774226
"142","GO:1901989",-1.7090382167979,0.017858140745969,-1.49016860717982,0.0660461115425942
"143","GO:1901992",-1.7090382167979,0.017858140745969,-1.49016860717982,0.0660461115425942
"144","GO:0051932",-1.70256732162052,0.0244870202653797,-1.3715729029786,0.151765791120275
"145","GO:0010467",1.69454854568958,0.0169722605500448,1.256202245569,0.231768231768232
"146","GO:0007596",-1.69310380620289,0.0155340732149302,0.411865600668352,0.913502109704641
"147","GO:0007599",-1.69310380620289,0.0155340732149302,0.411865600668352,0.913502109704641
"148","GO:0008608",-1.64650186231237,0.0203859295250644,-1.55854579283189,0.0830691190162794
"149","GO:0009059",1.61910582672273,0.0196757407577124,1.21720922265475,0.260739260739261
"150","GO:0048145",-1.60740462061194,0.0248744599986417,-1.40808527176856,0.127088309795931
"151","GO:0030199",-1.59373834010479,0.0260931939152335,-1.59350285067999,0.0434581314059895
"152","GO:0071216",-1.59260394258855,0.0485767139824416,-1.30423565082809,0.18345049618232
"153","GO:0042310",-1.57702877541308,0.027711345018948,-2.2143371123445,0.00225553940316849
"154","GO:0000086",-1.57052509224813,0.0344689985605753,-1.22313624874084,0.210144927536232
"155","GO:0031214",-1.54026931033932,0.0324965156798723,-1.15263490816243,0.417627913680327
"156","GO:0051928",-1.50756096220041,0.0446275994669194,-1.19579892929542,0.253623188405797
"157","GO:0003351",-1.5071463395388,0.0419305069071389,-1.39505146204069,0.146341463414634
"158","GO:0006858",-1.5071463395388,0.0419305069071389,-1.39505146204069,0.146341463414634
"159","GO:0071219",-1.50465709861847,0.0515731083713694,-1.3055880986787,0.207681579098635
"160","GO:0071222",-1.50465709861847,0.0515731083713694,-1.3055880986787,0.207681579098635
"161","GO:0070098",-1.48713952646175,0.0486392547706088,-1.40483698892501,0.146341463414634
"162","GO:0060993",1.86664561690358,0.0522648083623693,0.319549975946407,0.985442329227324
"163","GO:0043267",-1.47344522007417,0.0526645110315648,-0.861059422657515,0.6
"164","GO:0098609",2.19680179585589,0.054,1.12995936386532,0.360639360639361
"165","GO:0090263",1.88219463253673,0.0541176470588235,-0.840334579733722,0.706422018348624
"166","GO:0002520",1.86013752973316,0.0544794188861985,2.12084422645254,0.0341047503045067
"167","GO:0072594",1.85293381306133,0.0551948051948052,0.754809714562186,0.598930481283422
"168","GO:0050900",1.82220662461309,0.053740779768177,0.49719682960636,0.828365878725591
"169","GO:1901988",1.81695651900125,0.0548523206751055,1.84798064120955,0.115504682622268
"170","GO:0031329",1.81547279244256,0.0543933054393305,0.931742739744483,0.451612903225806
"171","GO:0046849",-1.45160626772107,0.055348017586571,-1.33227487961675,0.180487804878049
"172","GO:0046660",1.86886293622749,0.0563218390804598,0.348350790471522,0.972850678733032
"173","GO:0051098",1.87554161915392,0.0577830188679245,1.36782039441232,0.217194570135747
"174","GO:0046632",1.86856745459592,0.0574572127139364,-0.857317923940345,0.594871794871795
"175","GO:0050920",1.86192692009432,0.0592034445640474,1.25606744526874,0.253403141361257
"176","GO:0008584",1.85076592044515,0.0603644646924829,0.587032305324222,0.756998880179171
"177","GO:0046546",1.85076592044515,0.0603644646924829,0.587032305324222,0.756998880179171
"178","GO:0031330",1.84737813842234,0.0593220338983051,1.30423987524742,0.23543990086741
"179","GO:0072331",1.84423884731649,0.0593220338983051,1.5308116265011,0.152416356877323
"180","GO:0006631",1.84274660105535,0.0581527936145952,0.811412138364778,0.553571428571429
"181","GO:0060326",1.80618053137454,0.0590717299578059,0.620519149654206,0.726239669421488
"182","GO:0006650",1.80450335513357,0.0590717299578059,0.641177298470218,0.693028095733611
"183","GO:0006644",1.76263715235008,0.0594989561586639,0.686967681789945,0.653374233128834
"184","GO:0051239",1.721922726453,0.0599400599400599,0.672551845237002,0.845154845154845
"185","GO:0006914",1.82001544537007,0.0614224137931034,0.766155464747739,0.584664536741214
"186","GO:0061919",1.82001544537007,0.0614224137931034,0.766155464747739,0.584664536741214
"187","GO:1902115",1.80994349646452,0.0627177700348432,0.779509442995941,0.581447963800905
"188","GO:0046661",1.80722512320528,0.0620067643742954,0.569537984899042,0.776666666666667
"189","GO:0045930",1.78043770503065,0.0627615062761506,1.81312910948354,0.126413155190134
"190","GO:0050878",1.75709552571493,0.0626304801670146,0.279933000814603,0.980691056910569
"191","GO:0007409",1.74579250764809,0.0622489959839357,1.41083452724332,0.219219219219219
"192","GO:0046486",1.73864703955361,0.0630165289256198,0.628024356305767,0.710365853658537
"193","GO:0006886",1.69650870402869,0.0632008154943935,0.984905719608233,0.413306451612903
"194","GO:0031325",1.88405433495092,0.0639360639360639,1.4382736387623,0.138861138861139
"195","GO:0021915",1.84361514575611,0.0636792452830189,0.678403936099906,0.665158371040724
"196","GO:0030177",1.79409092230026,0.0649942987457241,-1.37101667075344,0.131341508795332
"197","GO:0010977",1.79089519190438,0.0649627263045793,0.973589746851124,0.422476586888658
"198","GO:0010948",1.77468709355767,0.0648535564853557,1.80730144302046,0.12846865364851
"199","GO:0010557",1.99714020528031,0.0659340659340659,1.52212840571678,0.120879120879121
"200","GO:0007155",1.8956032012722,0.0669330669330669,0.980381295645069,0.513486513486514
"201","GO:0010604",1.84295831887643,0.0679320679320679,1.38794304114129,0.171828171828172
"202","GO:0032370",1.83708332923924,0.0672371638141809,2.01180247748714,0.0621193666260658
"203","GO:1902532",1.67536532930806,0.067005076142132,1.33645143948944,0.264112903225806
"204","GO:1902749",-1.47914309893187,0.0675783603077488,-1.1340950375137,0.292207792207792
"205","GO:0010389",-1.3882442364265,0.0695186121168977,-1.04431434814312,0.37125748502994
"206","GO:0031328",1.98802538811646,0.0699300699300699,1.5262320187585,0.112887112887113
"207","GO:0008637",1.79696779652554,0.0702179176755448,1.43880862815699,0.179640718562874
"208","GO:0043086",1.71635522937484,0.0712074303405573,1.45937986367895,0.21840242669363
"209","GO:0009952",1.767784718484,0.0724137931034483,-0.753692503590809,0.774509803921569
"210","GO:0009891",1.97053330700475,0.0729270729270729,1.51858024825969,0.113886113886114
"211","GO:0006950",1.74929347815071,0.0759240759240759,0.511763181066426,0.944055944055944
"212","GO:0000302",1.74473700596739,0.0744081172491545,0.311876464671542,0.985698569856986
"213","GO:0045859",1.66906800903383,0.0744138634046891,1.24181614639397,0.293762575452716
"214","GO:0061564",1.64673624548568,0.0750750750750751,1.90199574181964,0.03003003003003
"215","GO:0050807",1.64228734495241,0.0745967741935484,1.32853260493169,0.275376884422111
"216","GO:0051248",1.61811387125537,0.0743718592964824,1.05195095169412,0.416416416416416
"217","GO:0019637",1.60502612379747,0.0753012048192771,1.32065575240956,0.289289289289289
"218","GO:0010975",1.60049480996007,0.0763052208835341,1.63680271193405,0.115115115115115
"219","GO:2000106",1.79770046358627,0.0772104607721046,0.866892586317886,0.520702634880803
"220","GO:0043549",1.64358057475716,0.0776302349336057,1.22406847812534,0.303121852970796
"221","GO:0042551",1.78941340945337,0.078239608801956,1.33041289834805,0.224287484510533
"222","GO:0043473",1.7689704053198,0.0784557907845579,-1.20437559214667,0.248780487804878
"223","GO:0048813",1.73131105846144,0.0786773090079818,2.08766665238901,0.055005500550055
"224","GO:0034976",1.72526366550468,0.0793103448275862,1.6035017186609,0.140625
"225","GO:0048667",1.63198389755468,0.0800800800800801,1.51848741235402,0.15015015015015
"226","GO:0002764",1.72610324909218,0.0818777292576419,2.01182816438455,0.0705882352941176
"227","GO:1901990",1.67526529586161,0.08125,1.765853545365,0.130081300813008
"228","GO:0030855",1.6125532976592,0.0816532258064516,0.703862934429939,0.663326653306613
"229","GO:0006839",1.77099289311162,0.0835351089588378,1.20005951837896,0.300852618757613
"230","GO:0071887",1.76492155461625,0.0835351089588378,0.764045732676011,0.596833130328867
"231","GO:0006892",1.74201788941612,0.0883777239709443,1.17187924833327,0.308657465495609
"232","GO:0015914",1.7343232702784,0.0932203389830508,1.97758012510806,0.0754716981132075
"233","GO:1905954",1.73074391147278,0.0908018867924528,1.99357385086217,0.0791855203619909
"234","GO:0014910",1.7213501287649,0.0944309927360775,0.860271023176986,0.51278928136419
"235","GO:0008654",1.71729826603762,0.0884955752212389,0.770568824637872,0.586021505376344
"236","GO:0032368",1.70976959435987,0.0905882352941176,1.94503486669026,0.0828667413213886
"237","GO:0008544",1.70470678744218,0.0884279475982533,1.12283789883338,0.329046087888532
"238","GO:0048639",1.7036607268139,0.0856236786469345,1.57794038041809,0.180962343096234
"239","GO:0042176",1.69921358089877,0.0883620689655172,0.937292418576703,0.441983122362869
"240","GO:0030516",1.69238392385059,0.0896551724137931,1.10279864166036,0.342633928571429
"241","GO:0006605",1.69014524556506,0.0922063666300768,0.917529236214511,0.458735262593783
"242","GO:0030641",1.68563022049029,0.0946450809464508,0.849514923965291,0.533249686323714
"243","GO:0051453",1.68563022049029,0.0946450809464508,0.849514923965291,0.533249686323714
"244","GO:0002757",1.68401550251429,0.0940265486725664,2.03258849778809,0.0664523043944266
"245","GO:0046474",1.6836445882632,0.0944444444444444,0.796577312634877,0.566448801742919
"246","GO:0050772",1.67813783337575,0.0933940774487472,1.04170721006498,0.38
"247","GO:0090407",1.66881552955649,0.0887265135699374,0.566962526391896,0.774793388429752
"248","GO:1905952",1.66647997423594,0.0947012401352875,1.95138841877544,0.0893246187363834
"249","GO:0007162",1.66432799351489,0.0897703549060543,1.32483532933147,0.248730964467005
"250","GO:0016197",1.66225301237908,0.0954022988505747,1.10143316571861,0.34375
"251","GO:0072659",1.66148101549379,0.0926517571884984,0.758278030711305,0.605485232067511
"252","GO:0031345",1.65687281654132,0.0908141962421712,0.880092539176602,0.485249237029502
"253","GO:0048193",1.65633281704733,0.0954022988505747,1.04636788385553,0.383101851851852
"254","GO:0032102",1.60794240795391,0.0918367346938776,1.55817285580052,0.202213279678068
"255","GO:0050803",1.60611121280946,0.0835850956696878,1.30142567854213,0.282848545636911
"256","GO:0060429",1.58625252391525,0.091,0.564431017163385,0.83016983016983
"257","GO:0140546",1.58147674086948,0.0893401015228426,0.69166105129938,0.669354838709677
"258","GO:0048812",1.5800030714938,0.09,1.44887250538434,0.167832167832168
"259","GO:0120039",1.5690649827138,0.092,1.44037051113977,0.165834165834166
"260","GO:0031589",1.56490965400108,0.0886203423967774,0.946141375256804,0.447342026078235
"261","GO:0009894",1.5643494897432,0.0864321608040201,0.681130295736851,0.68968968968969
"262","GO:0048858",1.56339452396714,0.092,1.43865695841279,0.165834165834166
"263","GO:0051129",1.49768974713272,0.0930930930930931,1.16571008177098,0.359359359359359
"264","GO:0046907",1.49384487856346,0.0950950950950951,1.4076007237887,0.207207207207207
"265","GO:0030282",-1.39261958667032,0.089885196868122,0.531908131038305,0.816593886462882
"266","GO:0051607",1.70506655548232,0.101694915254237,-1.06033925151786,0.359281437125749
"267","GO:0098876",1.69082285342968,0.102905569007264,1.07790953936413,0.362874251497006
"268","GO:0014812",1.68978234068548,0.101070154577883,0.80027313930395,0.565269461077844
"269","GO:0014909",1.68978234068548,0.101070154577883,0.80027313930395,0.565269461077844
"270","GO:0035264",1.68338186260262,0.0988235294117647,1.88648146932119,0.0984162895927602
"271","GO:0016236",1.67926334597898,0.102259215219976,1.07839006606302,0.362874251497006
"272","GO:1903169",1.65869653974677,0.0990888382687927,2.06601653346984,0.0558035714285714
"273","GO:0015748",1.65770196290271,0.110849056603774,1.91134768767056,0.0950226244343891
"274","GO:0008406",1.65346775225377,0.103183315038419,0.431501612896916,0.887459807073955
"275","GO:0007266",1.65306594877528,0.104529616724739,0.878629222781419,0.5
"276","GO:0045927",1.65173014753763,0.0993723849372385,1.52816078044846,0.196300102774923
"277","GO:0060021",1.64254728094084,0.10774818401937,0.990451281834425,0.428748451053284
"278","GO:0008380",1.64029976597589,0.106516290726817,1.73188172742732,0.0991325898389095
"279","GO:0061387",1.63935666904973,0.107777777777778,1.06778600179827,0.361655773420479
"280","GO:0072210",1.63923961310603,0.106516290726817,-0.653751316465071,0.882926829268293
"281","GO:2001237",1.6389951186586,0.117433414043584,1.28905177596277,0.241745283018868
"282","GO:0006885",1.63823108827241,0.108958837772397,0.684557730784551,0.682095006090134
"283","GO:0001662",1.63272363536266,0.109022556390977,-0.75362045764086,0.790243902439024
"284","GO:0002209",1.63272363536266,0.109022556390977,-0.75362045764086,0.790243902439024
"285","GO:0042596",1.63272363536266,0.109022556390977,-0.75362045764086,0.790243902439024
"286","GO:0071456",1.63171711143138,0.108323831242873,1.07425060930087,0.362723214285714
"287","GO:0071347",1.63098194465567,0.112590799031477,-0.947230036702568,0.502762430939227
"288","GO:0045137",1.624882809374,0.108225108225108,0.440127065793601,0.89989350372737
"289","GO:1904063",1.62450475742579,0.109022556390977,-0.751864855412413,0.790243902439024
"290","GO:2001242",1.62156534991018,0.117433414043584,1.61209886278378,0.120958083832335
"291","GO:0034504",1.61560162603588,0.116091954022989,2.03883197597037,0.0727883538633819
"292","GO:0030183",1.61369754380898,0.123486682808717,1.50213833681095,0.155688622754491
"293","GO:0036294",1.60943480173047,0.112739571589628,1.11020037667739,0.332222222222222
"294","GO:0006661",1.6091082194932,0.126040428061831,1.10565107114821,0.334490740740741
"295","GO:0001942",1.60780113453944,0.114570361145704,0.890833263818143,0.503136762860728
"296","GO:0022404",1.60780113453944,0.114570361145704,0.890833263818143,0.503136762860728
"297","GO:0022405",1.60780113453944,0.114570361145704,0.890833263818143,0.503136762860728
"298","GO:2001222",1.60501193683631,0.119854721549637,2.17023995278526,0.0123002776098146
"299","GO:0045017",1.60424303276591,0.11038961038961,0.860434383710278,0.512820512820513
"300","GO:0019058",1.60303967088762,0.115301724137931,0.426242435733355,0.907074973600845
"301","GO:0048675",1.60243844349377,0.11685393258427,0.977745688080283,0.42483660130719
"302","GO:0034766",1.60132243855854,0.115815691158157,-0.971784009126584,0.466666666666667
"303","GO:0002683",1.59972781116966,0.104231166150671,1.24614679997214,0.276876267748479
"304","GO:2001236",1.59809478809367,0.12183908045977,1.12259851318619,0.327008928571429
"305","GO:0045786",1.59375022814831,0.100512820512821,1.66809445104674,0.157258064516129
"306","GO:0042303",1.5900965017084,0.122249388753056,0.801233645805838,0.571251548946716
"307","GO:0042633",1.5900965017084,0.122249388753056,0.801233645805838,0.571251548946716
"308","GO:0070555",1.58926228851276,0.12953995157385,-1.05213002071505,0.365269461077844
"309","GO:0098773",1.58890016008145,0.122249388753056,0.797771814256173,0.578686493184634
"310","GO:0006606",1.58619810828212,0.12590799031477,0.685702173942104,0.680876979293544
"311","GO:0051170",1.58619810828212,0.12590799031477,0.685702173942104,0.680876979293544
"312","GO:0048041",1.58315490477882,0.126596980255517,1.38333096451102,0.205357142857143
"313","GO:2001243",1.58226846381896,0.119047619047619,0.603163408817344,0.796737766624843
"314","GO:0048638",1.57358214786889,0.103166496424923,1.43971888613372,0.229145728643216
"315","GO:0022898",1.57342467005611,0.125555555555556,1.9983858103965,0.0731182795698925
"316","GO:0032409",1.57342467005611,0.125555555555556,1.9983858103965,0.0731182795698925
"317","GO:0050671",1.57336826903703,0.12953995157385,-1.6998010589583,0.0314236976316682
"318","GO:0044772",1.56621184048311,0.0987780040733198,1.61862092938993,0.168008048289738
"319","GO:0016050",1.56465413600676,0.127777777777778,1.32791431304608,0.217577706323687
"320","GO:0048008",1.56300013390756,0.119047619047619,1.68073956521409,0.0978670012547051
"321","GO:0050770",1.55457954622644,0.129925452609159,1.2834478457205,0.24163179916318
"322","GO:0006753",1.55297338678786,0.127615062761506,1.85776522514599,0.111924686192469
"323","GO:0043583",1.55197234901605,0.128617363344051,1.79985896085685,0.129746835443038
