"","gene","spliced_depth","spliced_disp","spliced_disp_shrunk","spliced_disp_trend","unspliced_depth","unspliced_disp","unspliced_disp_shrunk","unspliced_disp_trend"
"2433","Eif4e2",0.8971153,4.30637634981933,3.95754802008236,3.88995663529059,0.05135113,1.29165335075544,0.645028138376232,0.559859706634988
"2436","Gigyf2",0.19264877,1.97982070806847,2.66955085918552,2.83733871907358,0.15069774,1.18739556997892,1.36574603872304,1.40528323412877
"2441","Atg16l1",0.104412764,2.88621938414522,2.14623133013912,2.0204123321747,0.11947613,1.36258051301754,1.26081575317988,1.24101474698751
"2481","Agap1",0.06260671,2.13560666457554,1.35186918904581,1.23150551582037,0.12038597,0.676392129379616,0.676392129379616,1.24665510744626
"2493","Cops8",2.8026497,6.2409190184564,4.42470165009529,4.124997309213,0.07619837,0.984433906173972,0.899100706909296,0.88262826292339
"2500","Ube2f",1.526537,6.89483108321491,4.41453869695615,4.03084537526098,0.05061892,0.95421369191202,0.602586794654299,0.548667614486907
"2617","2310035C23Rik",0.11686385,2.64852738349851,2.2586453545416,2.18647635935549,0.075523935,2.21985395059012,1.02469670056356,0.875244096958049
"2678","Clasp1",0.07795255,1.48550671581406,1.55609430136767,1.57089609424994,0.08912834,1.33058411158979,1.05975796800968,1.01169794379649
"2737","Rab3gap1",0.104812406,22.9994311514186,3.05760415264438,2.02613180044079,0.071320735,0.710802858492226,0.806567790112443,0.827627840093546
"2740","R3hdm1",0.33635378,5.77556285706623,3.69085365812186,3.368748105263,0.116193324,1.19667631012296,1.21614534332988,1.22015443396226
"2745","Ubxn4",2.0662904,5.42558404447909,4.28582219520747,4.08459423006137,0.10704299,1.61708616679262,1.22492506902553,1.15747178655176
"2767","Eif2d",0.20869946,6.37765674525468,3.33919196466693,2.92639036716595,0.15027975,5.69266350387138,1.77909456554168,1.40342512109974
"2780","Nucks1",3.4518173,4.6669973828855,4.23037673127578,4.14648002313218,0.08995044,1.06473240535213,1.02674178965287,1.0191622675963
"2828","Klhl12",0.17795768,4.75169365897913,3.0121571317596,2.74476327333278,0.06002624,0.697978277599594,0.687193097562792,0.685014189155229
"2833","Kdm5b",0.3256299,1.59377879090724,1.59377879090724,3.34331192279687,0.05916546,0.771669929623756,0.688961231866507,0.673215010509231
"2917","Uchl5",2.9911046,5.42423780658403,4.32707375677268,4.13218195629035,0.14379106,2.35709711629328,1.5051111558578,1.37353794596311
"2938","Tpr",3.8235347,4.76245041585,4.25260386373951,4.15553005190043,0.13248049,2.03974389390676,1.41767510871906,1.31630205769261
"2987","Acbd6",1.679067,6.00666866673359,4.32914730478855,4.04945653989969,0.269488,3.46069529527894,1.94851127922594,1.73312454847337
"2995","Tor1aip2",0.08572922,1.83219950980528,1.73764750781587,1.7189726589743,0.21986683,1.50868669529909,1.610537859131,1.63213806293134
"3001","Abl2",0.09456254,1.56915435776129,1.81546263030906,1.87025433713716,0.12749687,1.11498887720473,1.25752137656653,1.28875335803298
"3020","Cop1",0.2759973,5.52616617893558,3.51337375489309,3.20339775723868,0.085255854,0.942833345675146,0.96980916963609,0.975404461822989
"3038","Rc3h1",0.11966893,1.45691208027697,2.06766683210572,2.22069015131993,0.23618923,2.15938249223211,1.74372476418907,1.66933095250825
"3045","Gas5",7.9126363,6.34996957059254,4.50394138032471,4.19923582491189,0.27965266,2.69932630630344,1.88326890138324,1.7499630071687
"3095","Nme7",0.18769185,5.21299390144048,3.11768034908859,2.80738809137584,0.10864122,1.50651482040662,1.22026194035224,1.16893152656663
"3187","Copa",0.3314532,9.08558089318203,3.97400156455999,3.35730469076341,0.05944541,0.721380409153011,0.684377247093819,0.677067346619776
"3231","Spta1",0.116852455,0.907971790511024,0.907971790511024,2.18633513035814,0.087025315,0.497660053537259,0.497660053537259,0.992223862890549
"3277","Cnst",0.07479198,3.51791298649491,1.73907851922199,1.50633902107668,0.06024237,0.531606247023744,0.658557695182468,0.687955486982536
"3280","Cdc42bpa",0.0552079,1.85476847175669,1.15023837897931,1.04344949589518,0.080452584,1.58309706747965,1.01555203942495,0.927647241003448
"3287","Parp1",0.4474056,2.08280740284402,3.25614313782276,3.56678989913235,0.26804197,4.07845082953005,2.00109668925373,1.73063918384115
"3289","Lin9",0.086234495,4.51957607125192,2.03372290698022,1.72809136200471,0.057930697,1.43913730329154,0.749423746054359,0.65605168447886
"3355","Eprs",3.3581898,5.74355201838935,4.37948171861466,4.14388828558401,0.05613128,0.783492024645537,0.654165187490282,0.630535988699623
"3403","Ints7",0.26930442,7.04572457857315,3.63982673531716,3.18114623785703,0.22674261,1.55150543052297,1.63153456266371,1.64835510236335
"3455","Zbtb2",0.10418354,3.30649452578128,2.19325217167253,2.01711934489961,0.064542085,0.604104706494811,0.71877870859325,0.744712521220159
"3471","Pcmt1",1.7570835,7.85075662893919,4.53771223511483,4.05775436310582,0.68618274,5.16466647049874,2.38466717841455,2.03697167043484
"3476","Tab2",0.26064554,1.89393931424467,2.89061087645713,3.15091357008686,0.055518422,0.708278263977582,0.635590603619626,0.621709117138575
"3491","Stxbp5",0.05426552,5.28111656586851,1.34579989912331,1.0183484207177,0.063782625,0.654266681350395,0.720597266777255,0.734928521717997
"3523","Aig1",0.18393593,3.07886798662396,2.83175090407187,2.78384431384658,0.06997896,0.526164814930092,0.754331026999716,0.811830275386363
"3753","Slc16a10",0.43281567,3.1313049484066,3.47211668210442,3.54604758089697,0.22541903,1.75125562145251,1.66278403970412,1.64529799236456
"3759","Amd1",0.8011635,4.42939291801843,3.94248735826865,3.84996371149233,0.05764072,0.610686649383678,0.644794131427396,0.651980233615461
"3775","Cep57l1",0.1350442,5.06894150190859,2.71499473939676,2.39041320792607,0.07496998,1.12089516490105,0.907397563445772,0.869126984888628
"3778","Foxo3",0.05241017,1.37919383940582,1.02800040821338,0.968199690488429,0.060155354,0.439110905224312,0.636664952567188,0.68677231944185
"3812","Lin28b",0.31682754,5.8419673124338,3.65469590123932,3.32130333121284,0.27232805,1.53744466311785,1.70222571711973,1.73793918320906
"3919","Eif4ebp2",0.9548064,5.30001719033283,4.11699088818497,3.91029047680929,0.08207382,2.79257717044934,1.13450221360424,0.944119339411228
"3932","Hk1",0.4451156,3.21430740897331,3.50188377113932,3.56361637123819,0.066227004,0.528840602904232,0.719449109041674,0.766056578672746
"3939","Ddx50",0.42371178,5.98165856657357,3.86209232847937,3.53244689933434,0.068309456,1.05733167883705,0.831515730600087,0.791757105717536
"3941","Ccar1",1.6930046,6.47284635960414,4.38568980150022,4.05099376621647,0.09858567,1.52576650750028,1.15640243394729,1.09284799946589
"3948","Hnrnph3",0.94394374,3.92264855970939,3.90935036057193,3.90664396172715,0.3510573,2.81144141677377,1.98022393110767,1.84362563075122
"3968","Reep3",0.19607925,3.86329801114219,3.00713671747915,2.85735541769603,0.07507386,0.564758485184999,0.808811770101803,0.870277687837495
"3990","Cdk1",3.8727076,2.34622769940432,3.77283075236729,4.15659843041374,0.087475546,0.814898737336035,0.963064351123403,0.996439571877768
"4051","Pcnt",0.2323503,2.15933275154567,2.86807350973981,3.03898957984705,0.0846911,0.68872646447012,0.91529486898374,0.969950627538667
"4147","Tcf3",1.2035452,6.41569526156764,4.3119903089182,3.97636213112194,0.053717848,0.543363188419197,0.586227155386444,0.595375228023769
"4179","Hmg20b",0.12848471,1.91519792626142,2.24704199154115,2.32147288686979,0.31053188,4.40992316724448,2.09034071853018,1.79514379928929
"4280","Utp20",0.3136945,3.08118844362159,3.2727124143105,3.31320842755095,0.16491733,1.44506156880196,1.46087444493999,1.46412038865268
"4322","Snrpf",10.478734,9.36978708920437,4.82032758462451,4.20930816966452,0.17509188,4.91456216461144,1.83557223276431,1.50157394518579
"4326","Metap2",8.113098,8.58093370205141,4.74056056595816,4.20025100491903,0.31535754,2.3881164272459,1.88960195657207,1.80149638752527
"4428","Mettl25",0.10151591,1.53521403732408,1.89498242071235,1.97811725317159,0.12773578,1.42605268401465,1.31218922993374,1.29010935051005
"4478","Atxn7l3b",0.651076,5.64424981434494,4.03242038137631,3.76515948773326,0.057026498,2.76659927582437,0.823625275658084,0.643304923260488
"4488","Thap2",0.18024623,1.91310496557065,2.59383758326631,2.75996451438101,0.06304461,1.83005188235861,0.84842602924492,0.725322513524028
"4494","Cnot2",0.7580795,6.10421204078802,4.1436476152182,3.82888026125677,0.12073418,1.5590446114016,1.29662849910463,1.24879795503095
"4502","Frs2",0.06192813,2.25589526710346,1.34920643710661,1.21493306636491,0.17468408,1.18234042433026,1.44084967309341,1.50013943401778
"4508","Cpsf6",1.4055393,7.44205583084073,4.45583506452345,4.01328749212297,0.20199169,1.50176987424265,1.57117552264878,1.58571864773043
"4513","Mdm2",0.4935903,2.03641154836938,3.2876547961506,3.6250035230194,0.08143814,0.566985393743966,0.861103816110298,0.937704435136218
"4515","Nup107",0.49180418,5.96823130551161,3.94259305973784,3.62293941045768,0.08091872,1.04877809079802,0.951180609567915,0.932420977240089
"4517","Rap1b",5.9426723,2.83802196507157,3.9190258941024,4.18563959940739,0.06140711,0.501673816087805,0.664465550754713,0.703659688489915
"4568","Tbk1",0.17462572,5.74331276907476,3.08906243793349,2.72207635557521,0.078889124,0.792259832113785,0.890034848202428,0.911409695169611
"4569","Xpot",0.4817738,6.3312674623588,3.97140166384531,3.61108640511822,0.055975594,0.790521069530816,0.65322549167019,0.628300247447713
"4583","Mon2",0.063339114,2.40630246728907,1.39595489065247,1.24923921523586,0.05414998,1.37179934272422,0.691888055010078,0.601749663577466
"4584","Usp15",1.1295407,6.55567214989989,4.31266217687407,3.95964114613019,0.2588742,2.01471626616189,1.76185784673609,1.71432518290126
"4645","Rpl41",63.494217,7.83107299884281,4.70007488722668,4.23535215034253,0.35370344,1.45827398232164,1.77408466787981,1.84644425308995
"4647","Pa2g4",10.431675,5.5552669825066,4.41173149408341,4.20916789471105,0.08580443,1.13930594133681,1.00588924011126,0.98066211977186
"4651","Rps26",30.326881,6.79968553312114,4.58389612007908,4.22970868954355,0.17227127,1.68782509837753,1.52310645947001,1.49154182040394
"4748","Nup43",2.124777,6.55654611445407,4.42929644922238,4.08880849021713,0.057717543,1.04747748226118,0.707473961951462,0.653060385475144
"4749","Lats1",0.06271349,12.3718738569636,1.8235733328638,1.23410088100253,0.077574655,0.96081329452509,0.907909594477559,0.897483751814828
"4784","Shprh",0.08270612,5.06618690635846,2.00852008179139,1.66316362603654,0.050488763,0.39888444147446,0.518248906674756,0.546668150584205
"4785","Fbxo30",0.089999504,5.09918276763292,2.14148303468098,1.79421981889278,0.058390956,0.549515840079961,0.641831212902574,0.662482153399492
"4833","Reps1",0.14430192,1.69471627985219,2.32507092010643,2.47995707727422,0.07364028,0.748255243074596,0.83529328275491,0.854249583006191
"4854","Bclaf1",0.84933305,3.60034448533713,3.8238605272648,3.87111892171881,0.47912997,6.800615183552,2.40649533619754,1.94705438473507
"4863","Hbs1l",0.9663153,7.93330080081893,4.41165141699586,3.91406806986039,0.12769248,1.90194708317842,1.37756490489864,1.28986386149535
"5005","Fyn",0.12415623,1.59434807232811,2.14065026967252,2.27322005590154,0.08393665,0.720615175798384,0.916528896301236,0.962599118401667
"5008","Rev3l",0.057725694,4.21727985601399,1.39084027523889,1.10925554558725,0.2538626,1.7741658381703,1.71650575804281,1.70497903982277
"5047","Sec63",0.16918635,5.23890126719614,3.00554495288152,2.6835568137709,0.09399021,1.34676509928129,1.0992688864133,1.05467713901135
"5085","Prep",0.629752,4.35760031831331,3.84663700381564,3.75003175984146,0.08884981,1.58445358876097,1.08928902713976,1.00915029250133
"5090","Hace1",0.1150833,3.72780927662192,2.37299463865698,2.16418278232505,0.08528955,1.30844189488318,1.02544755006518,0.975728541685325
"5117","Ascc3",0.16331032,2.99462793756814,2.69674906559127,2.63973980434858,0.1538794,1.3791653005135,1.41231566936072,1.4191733157782
"5162","Asf1a",2.5364304,6.44797218562154,4.43853107957291,4.1130563585799,0.7436484,2.97493794623689,2.18655517798056,2.05348280906304
"5186","Lims1",1.0579699,2.9964137520731,3.76251490762446,3.94132614358423,0.22146702,1.75377919708255,1.65536849859936,1.63598759709659
"5203","Dnajb12",0.05945882,3.36618699535728,1.38291416189762,1.15347247448245,0.064085335,0.638468479654148,0.720791340145161,0.738840541057335
"5244","Dna2",0.18882284,2.76834927891167,2.80648953166594,2.81433185026246,0.08191001,0.871658965250528,0.930084331727065,0.942471619918233
"5251","Herc4",0.16210425,9.9104636336363,3.29312635352839,2.63044678487614,0.1942899,1.31333512318123,1.5180520715102,1.56356630825877
"5270","Jmjd1c",0.071867034,Inf,NA,NA,0.1893174,1.33387835776249,1.50984585452268,1.54848689280829
"5286","Ank3",0.07550351,2.38374712776153,1.64137078878518,1.52110323369091,0.14566563,0.555656825347238,0.555656825347238,1.38237859427752
"5315","Zwint",1.8830036,3.8784266397763,4.0366711437672,4.06972656345107,0.10601623,1.06911488935952,1.13587144197578,1.14998874822088
"5332","Snrpd3",8.387581,7.58251222504473,4.64346872766495,4.20156269691465,0.24558918,5.17324660686942,2.04145745615251,1.68883660844327
"5416","Cdc34",3.407809,6.3175185637415,4.4519545634774,4.14527934927383,0.12855655,6.06572329763134,1.68186716030433,1.29474015404335
"5418","Bsg",10.941128,7.25289236438029,4.61689509430935,4.21062253655618,0.10446268,3.96426832379709,1.40639520448447,1.13848232510349
"5449","Dazap1",3.89445,7.77640802484556,4.6223095057803,4.15706231053348,0.07567883,0.545180691912658,0.809106267865874,0.876946123595195
"5451","Rps15",35.52914,7.62306378507518,4.67496293538748,4.23128982094234,0.092715226,0.82129762768405,1.0021603765058,1.04367310537361
"5480","Map2k2",2.0269208,5.82862716333067,4.33553805870017,4.08162310726318,0.09236781,1.54248786408637,1.11238079622645,1.04064236934643
"5491","Cactin",0.38650155,6.07902755321471,3.81650351851115,3.47085845077188,0.07772828,0.689302048305449,0.859548913594836,0.899124428833133
"5537","Txnrd1",1.1467535,4.69020480492503,4.07833665767482,3.96371640876251,0.061560873,1.25294770894644,0.777782751283682,0.705714449245246
"5557","Polr3b",0.116998605,3.22296185231082,2.3364891489552,2.18814510942114,0.063411936,0.82794617693785,0.745833904571032,0.7301157822703
"5625","Uhrf1bp1l",0.10034167,3.15245672254711,2.1247940458307,1.96054392594258,0.07974732,0.718793509998637,0.882623712011715,0.920366001605974
"5672","Cep83",0.41509074,3.13767199410511,3.45134813861263,3.51906878652452,0.06144484,0.746882946952554,0.711224502922691,0.704164277655889
"5709","Atp2b1",1.1016548,2.27408740092169,3.5994238076711,3.95277815785125,0.096773945,0.867715247001734,1.03915255847918,1.07807175862617
"5775","Ccdc59",1.8983008,7.20115652500763,4.48399945919742,4.07107499762407,0.054658797,0.85863042844034,0.645674124193786,0.609211311479805
"5788","Ppp1r12a",0.39735046,4.04433471283036,3.57815088586102,3.48989038153951,0.2308352,2.51492526364663,1.77889893831272,1.65762059336983
"5789","Pawr",0.0500535,0.650633401252031,0.854353898362194,0.903157191163612,0.19733638,1.15032503403493,1.49139352056612,1.57249795599262
"5806","Osbpl8",0.05284628,1.24690575431462,1.02087448614863,0.980073150028372,0.09219905,1.1054744566978,1.05011061717713,1.03916512496583
"5810","Nap1l1",5.6073513,6.79212722258995,4.54039684937842,4.18238040163916,2.3944771,5.71339553381514,2.58072733762129,2.19459454520975
"5845","Zfc3h1",0.09095214,1.35758304405618,1.72429222543427,1.81045675719643,0.16148587,2.22077611545397,1.55916481917981,1.4506590705238
"5879","Mdm1",0.25294343,1.33303257461227,1.33303257461227,3.1225469854706,0.09209248,0.590312345071266,0.943534201741623,1.03823055804768
"5994","Prim1",1.3748944,4.71244194359168,4.1197570199418,4.0083639639515,0.10714214,0.794214355631389,1.08649214522007,1.1581893429138
"5995","Naca",35.335594,7.8629785178621,4.69951914342558,4.23123932527596,0.076722406,1.87648217714731,1.00828183573033,0.888318154777822
"5996","Ptges3",2.9037626,4.69102964468622,4.21919934926569,4.12896653670396,0.100460276,1.41227938452048,1.15429731528096,1.1077776003666
"6011","Cs",1.4294431,6.11535682876619,4.3133764275813,4.0169853837127,0.0642268,0.68870165128495,0.731593464811399,0.740663163673482
"6030","Sarnp",4.949282,8.04743558000114,4.66559939576192,4.17471043476698,0.23498593,2.4770542525635,1.78243567763791,1.66673848203938
"6109","Mtmr3",0.07774556,4.01991728948036,1.83787585355347,1.56674833312777,0.07583494,0.674497966492221,0.840170257838925,0.878657794339937
"6113","Nf2",0.15815872,3.27412343274467,2.70293279070448,2.59929665392352,0.06294662,0.597061705322365,0.700772824641177,0.724039754511056
"6116","Ewsr1",3.5357091,6.95559995468533,4.52819966545799,4.14868694587008,0.1431436,1.65495210569334,1.41494107917034,1.37044411157249
"6121","Ccdc117",0.17825383,3.68352446581022,2.88673208341801,2.74674760737554,0.10114297,0.885328961555448,1.07078035108473,1.11312609742741
"6133","Nudcd3",0.32927752,5.18895558733899,3.60963835268811,3.35212786857013,0.05372244,0.844509022258612,0.631753159941747,0.595443145247896
"6139","H2afv",1.8551621,3.9697671637068,4.05054296239495,4.06721648265852,0.054950755,0.563872593412445,0.604772946719985,0.613471271002855
"6149","Tbrg4",0.21409911,3.6113721714859,3.05617854307884,2.95389408556895,0.49442375,5.5679841019629,2.33530198888649,1.95608635440351
