"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0090276","GO:0090276","regulation of peptide hormone secretion",48,0.457159100466585,1.65416524935151,0.000223325539389907,0.0219483888447381,0.0198484774611655,375,"tags=69%, list=39%, signal=44%","Nnat/Ghrl/Hmga2/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Gnas/Baiap3/Glud1/Myt1/Acvr1c/Slc2a2/Birc5/Gipr/Gck/Syt7/Pex5l/Stxbp5l/Rbp4/Chga/Chd7/Foxo1/Hmgn3/Pde1c"
"GO:0051047","GO:0051047","positive regulation of secretion",53,0.450005447578356,1.64812027156176,0.000223325539389907,0.0219483888447381,0.0198484774611655,258,"tags=55%, list=27%, signal=42%","Ins2/Nnat/Ghrl/Anxa2/Slc30a8/Gcg/Sytl4/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/A1cf/Ppp3ca/Rfx6/Gnas/Baiap3/Rab27a/Snap25/Glud1/Slc2a2/Vdr/Gipr/Gck/Pcsk1/Syt7/Cadps/Stxbp1/Pex5l"
"GO:0002790","GO:0002790","peptide secretion",56,0.44527540093835,1.6370654798199,0.000207454830399589,0.0219483888447381,0.0198484774611655,375,"tags=68%, list=39%, signal=44%","Nnat/Ghrl/Hmga2/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Slc16a10/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Gnas/Baiap3/Snap25/Cpe/Glud1/Myt1/Acvr1c/Pclo/Slc2a2/Birc5/Gipr/Gck/Syt7/Pex5l/Ptprn2/Stxbp5l/Rbp4/Chga/Chd7/Foxo1/Hmgn3/Pde1c"
"GO:0048285","GO:0048285","organelle fission",51,0.447986222226818,1.63168512712185,0.000223325539389907,0.0219483888447381,0.0198484774611655,335,"tags=67%, list=35%, signal=46%","Ins2/Top2a/Nfib/Prc1/Mapt/Nusap1/Cdc14b/Fgfr2/Kif23/Cdk1/Smc4/Racgap1/Tpx2/Kifc1/Cenpe/Nfix/Mki67/Incenp/Cks2/Igf1r/Aurka/Cenpk/Birc5/Wapl/Spc24/Cdca8/Kif22/Cdc20/Ndc1/Ccnb2/Igf2/Camk2b/Spc25/Smc2"
"GO:0010817","GO:0010817","regulation of hormone levels",80,0.410627926793805,1.54714349794849,0.00019385137511194,0.0219483888447381,0.0198484774611655,357,"tags=61%, list=37%, signal=42%","Ins2/Pcsk2/Nnat/Ghrl/Papss2/Hmga2/Gnao1/Slc30a8/Gcg/Sytl4/Ghr/Isl1/Slc16a10/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Igf1r/Gnas/Baiap3/Scg5/Snap25/Cpe/Glud1/Myt1/Acvr1c/Pclo/Slc2a2/Vdr/Birc5/Gipr/Gck/Pcsk1/Akr1cl/Ece1/Syt7/Pex5l/Ptprn2/Igf2/Stxbp5l/Cacna1a/Rbp4/Chga/Chd7/Foxo1/Hmgn3"
"GO:0140352","GO:0140352","export from cell",110,0.396912460359703,1.52723904590045,0.000134903237690998,0.0219483888447381,0.0198484774611655,436,"tags=65%, list=45%, signal=40%","Ins2/Nnat/Ghrl/Tmem163/Hmga2/Gnao1/Anxa2/Slc30a8/Gcg/Sytl4/Isl1/Slc16a10/Tcf7l2/Pdx1/Ncam1/Rph3al/Abcc8/Ica1/G6pc2/A1cf/Ppp3ca/Rfx6/Rimbp2/Gnas/Baiap3/Scg5/Rab27a/Snap25/Cpe/Glud1/Myt1/Rap1b/Acvr1c/Pclo/Atp2a2/Slc2a2/Syt13/Sel1l/Vdr/Mctp2/Birc5/Gipr/Gck/Idh2/Pcsk1/Maob/Tcp11/Syt7/Cadps/Stxbp1/Pex5l/Ptprn2/Kit/Stxbp5l/Cacna1a/Cplx2/Rbp4/Ahi1/Chga/Chd7/Foxo1/Hmgn3/Pde1c/Rab3b/Cd200/Galr1/Cck/Kcnc3/Rab27b/Ins1/Ptprn/Ffar4"
"GO:0007267","GO:0007267","cell-cell signaling",156,0.362332848744536,1.41815003831255,0.000262025126322415,0.023520608398118,0.0212702749602902,443,"tags=59%, list=46%, signal=38%","Bicc1/Nnat/Ghrl/Dcdc2a/Grin3a/Mapt/Hmga2/Fgfr2/Shank2/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Slc16a10/Tcf7l2/Pdx1/Ncam1/Rph3al/Rbms3/Abcc8/Sulf2/Ica1/G6pc2/Ppp3ca/Rfx6/Igf1r/Rimbp2/Gnas/Gria2/Baiap3/Scg5/Grin2c/Snap25/Cpe/Glud1/Myt1/Rap1b/Acvr1c/Pclo/Atp2a2/Ptn/Slc2a2/Syt13/Vdr/Mctp2/Birc5/Gipr/Gck/Maob/Cxxc4/Cdc20/Ezh2/Frzb/Syt7/Cadps/Stxbp1/Cdh2/Pex5l/Cacna2d1/Ptprn2/Gnai1/Kit/Stxbp5l/Dbn1/Camk2b/Gabrb3/Cacna1a/Tmem108/Synpr/Cplx2/Rbp4/Chga/Chd7/Foxo1/Cdh1/Lrp8/Celf4/Hmgn3/Pde1c/Grb10/Mdk/Rab3b/Galr1/Cck/Kcnc3/Sulf1/Gpc3/Ptprn/Ffar4/Scgn/Fgf12"
"GO:0050796","GO:0050796","regulation of insulin secretion",42,0.471935771637655,1.67601064156519,0.000280252516753494,0.0236066639781115,0.0213480971754875,375,"tags=71%, list=39%, signal=46%","Nnat/Ghrl/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Gnas/Baiap3/Glud1/Myt1/Acvr1c/Slc2a2/Birc5/Gipr/Gck/Syt7/Stxbp5l/Rbp4/Chga/Foxo1/Hmgn3/Pde1c"
"GO:0030072","GO:0030072","peptide hormone secretion",55,0.447555122357771,1.64409942373189,0.000293923077053813,0.0236066639781115,0.0213480971754875,375,"tags=69%, list=39%, signal=45%","Nnat/Ghrl/Hmga2/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Slc16a10/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Gnas/Baiap3/Snap25/Cpe/Glud1/Myt1/Acvr1c/Pclo/Slc2a2/Birc5/Gipr/Gck/Syt7/Pex5l/Ptprn2/Stxbp5l/Rbp4/Chga/Chd7/Foxo1/Hmgn3/Pde1c"
"GO:0002793","GO:0002793","positive regulation of peptide secretion",27,0.521100587078894,1.75361920456915,0.000435186061668697,0.0308000763624446,0.0278532800656445,197,"tags=59%, list=20%, signal=48%","Nnat/Ghrl/Slc30a8/Gcg/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/Rfx6/Gnas/Baiap3/Glud1/Slc2a2/Gipr/Gck"
"GO:0090277","GO:0090277","positive regulation of peptide hormone secretion",27,0.521100587078894,1.75361920456915,0.000435186061668697,0.0308000763624446,0.0278532800656445,197,"tags=59%, list=20%, signal=48%","Nnat/Ghrl/Slc30a8/Gcg/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/Rfx6/Gnas/Baiap3/Glud1/Slc2a2/Gipr/Gck"
"GO:0051222","GO:0051222","positive regulation of protein transport",40,0.463970787521657,1.63878300656431,0.000544955479545218,0.0308000763624446,0.0278532800656445,209,"tags=52%, list=22%, signal=43%","Ins2/Nnat/Ghrl/Slc30a8/Gcg/Sytl4/Cdk1/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/A1cf/Rfx6/Gnas/Baiap3/Glud1/Slc2a2/Gipr/Gck/Pcsk1"
"GO:0050708","GO:0050708","regulation of protein secretion",52,0.442923892851057,1.61707155755777,0.000490003351736254,0.0308000763624446,0.0278532800656445,389,"tags=69%, list=40%, signal=44%","Ins2/Nnat/Ghrl/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/A1cf/Ppp3ca/Rfx6/Gnas/Baiap3/Glud1/Myt1/Acvr1c/Slc2a2/Birc5/Gipr/Gck/Idh2/Pcsk1/Syt7/Stxbp5l/Rbp4/Ahi1/Chga/Foxo1/Hmgn3/Pde1c/Cd200"
"GO:1903532","GO:1903532","positive regulation of secretion by cell",52,0.441771544365402,1.6128644466057,0.000517479396549912,0.0308000763624446,0.0278532800656445,258,"tags=54%, list=27%, signal=42%","Ins2/Nnat/Ghrl/Anxa2/Slc30a8/Gcg/Sytl4/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/A1cf/Rfx6/Gnas/Baiap3/Rab27a/Snap25/Glud1/Slc2a2/Vdr/Gipr/Gck/Pcsk1/Syt7/Cadps/Stxbp1/Pex5l"
"GO:0046883","GO:0046883","regulation of hormone secretion",56,0.431570375026718,1.58667862985538,0.000517479396549912,0.0308000763624446,0.0278532800656445,393,"tags=66%, list=41%, signal=41%","Nnat/Ghrl/Hmga2/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Gnas/Baiap3/Scg5/Snap25/Glud1/Myt1/Acvr1c/Slc2a2/Vdr/Birc5/Gipr/Gck/Syt7/Pex5l/Stxbp5l/Rbp4/Chga/Chd7/Foxo1/Hmgn3/Pde1c/Galr1"
"GO:0015833","GO:0015833","peptide transport",57,0.428545020067445,1.57682933992837,0.000462527351907379,0.0308000763624446,0.0278532800656445,375,"tags=67%, list=39%, signal=43%","Nnat/Ghrl/Hmga2/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Slc16a10/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Gnas/Baiap3/Snap25/Cpe/Glud1/Myt1/Acvr1c/Pclo/Slc2a2/Birc5/Gipr/Gck/Syt7/Pex5l/Ptprn2/Stxbp5l/Rbp4/Chga/Chd7/Foxo1/Hmgn3/Pde1c"
"GO:0009914","GO:0009914","hormone transport",63,0.414230636823117,1.5411245572344,0.000535796781333576,0.0308000763624446,0.0278532800656445,357,"tags=62%, list=37%, signal=42%","Nnat/Ghrl/Hmga2/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Slc16a10/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Gnas/Baiap3/Scg5/Snap25/Cpe/Glud1/Myt1/Acvr1c/Pclo/Slc2a2/Vdr/Birc5/Gipr/Gck/Syt7/Pex5l/Ptprn2/Stxbp5l/Rbp4/Chga/Chd7/Foxo1/Hmgn3"
"GO:0009749","GO:0009749","response to glucose",33,0.496444348122703,1.71383147659425,0.000572431595224953,0.03119752193976,0.0282127000503727,197,"tags=58%, list=20%, signal=47%","Nnat/Ghrl/Slc30a8/Gcg/Tcf7l2/Pdx1/Mlxipl/Abcc8/Zbtb20/Ppp3ca/Rfx6/Igf1r/Baiap3/Myt1/Acvr1c/Slc2a2/Pdk3/Birc5/Gck"
"GO:0030073","GO:0030073","insulin secretion",47,0.4486972949312,1.61988892643966,0.000599907739098822,0.0315675589608553,0.0285473337915991,375,"tags=70%, list=39%, signal=45%","Nnat/Ghrl/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Gnas/Baiap3/Snap25/Glud1/Myt1/Acvr1c/Pclo/Slc2a2/Birc5/Gipr/Gck/Syt7/Ptprn2/Stxbp5l/Rbp4/Chga/Foxo1/Hmgn3/Pde1c"
"GO:0046887","GO:0046887","positive regulation of hormone secretion",34,0.486596789703638,1.68748280686646,0.000673177567682334,0.0342422989427747,0.0309661681133873,197,"tags=53%, list=20%, signal=44%","Nnat/Ghrl/Slc30a8/Gcg/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/Rfx6/Gnas/Baiap3/Snap25/Glud1/Slc2a2/Vdr/Gipr/Gck"
"GO:0000280","GO:0000280","nuclear division",50,0.441931767322166,1.60541967065046,0.00072813002286025,0.0358427875769271,0.0324135300499079,335,"tags=66%, list=35%, signal=45%","Ins2/Top2a/Nfib/Prc1/Nusap1/Cdc14b/Fgfr2/Kif23/Cdk1/Smc4/Racgap1/Tpx2/Kifc1/Cenpe/Nfix/Mki67/Incenp/Cks2/Igf1r/Aurka/Cenpk/Birc5/Wapl/Spc24/Cdca8/Kif22/Cdc20/Ndc1/Ccnb2/Igf2/Camk2b/Spc25/Smc2"
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization",41,0.460686037274669,1.6324346532911,0.000966438317610918,0.0460870272710706,0.0416776524469708,209,"tags=51%, list=22%, signal=42%","Ins2/Nnat/Ghrl/Slc30a8/Gcg/Sytl4/Cdk1/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/A1cf/Rfx6/Gnas/Baiap3/Glud1/Slc2a2/Gipr/Gck/Pcsk1"
"GO:0042886","GO:0042886","amide transport",62,0.420238232648884,1.56164154542257,0.00100325392285567,0.0463928935235682,0.0419542549557825,398,"tags=68%, list=41%, signal=42%","Nnat/Ghrl/Hmga2/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Slc16a10/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Gnas/Baiap3/Snap25/Cpe/Glud1/Myt1/Acvr1c/Pclo/Slc2a2/Birc5/Gipr/Gck/Syt7/Stxbp1/Pex5l/Ptprn2/Stxbp5l/Arl6ip1/Rbp4/Chga/Chd7/Foxo1/Hmgn3/Pde1c/Cck/Abcb9"
"GO:0046879","GO:0046879","hormone secretion",62,0.419724375970223,1.55973200965108,0.00104006956604479,0.0466807693465983,0.0422145882688766,357,"tags=63%, list=37%, signal=42%","Nnat/Ghrl/Hmga2/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Slc16a10/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/Ppp3ca/Rfx6/Gnas/Baiap3/Scg5/Snap25/Cpe/Glud1/Myt1/Acvr1c/Pclo/Slc2a2/Vdr/Birc5/Gipr/Gck/Syt7/Pex5l/Ptprn2/Stxbp5l/Rbp4/Chga/Chd7/Foxo1/Hmgn3"
"GO:0090307","GO:0090307","mitotic spindle assembly",11,0.673544337196845,1.93851643866594,0.00126096403591905,0.048839887694219,0.044167133039333,232,"tags=82%, list=24%, signal=63%","Prc1/Kif23/Racgap1/Tpx2/Kifc1/Incenp/Birc5/Cdca8/Cdc20"
"GO:0007565","GO:0007565","female pregnancy",12,0.62524604317363,1.82930389508628,0.0014082274302396,0.048839887694219,0.044167133039333,243,"tags=75%, list=25%, signal=57%","Ghrl/Maged2/A1cf/Errfi1/Acvr1c/Ptn/Vdr/Hpgd/Lamb1"
"GO:0044703","GO:0044703","multi-organism reproductive process",12,0.62524604317363,1.82930389508628,0.0014082274302396,0.048839887694219,0.044167133039333,243,"tags=75%, list=25%, signal=57%","Ghrl/Maged2/A1cf/Errfi1/Acvr1c/Ptn/Vdr/Hpgd/Lamb1"
"GO:0044706","GO:0044706","multi-multicellular organism process",12,0.62524604317363,1.82930389508628,0.0014082274302396,0.048839887694219,0.044167133039333,243,"tags=75%, list=25%, signal=57%","Ghrl/Maged2/A1cf/Errfi1/Acvr1c/Ptn/Vdr/Hpgd/Lamb1"
"GO:0000070","GO:0000070","mitotic sister chromatid segregation",27,0.498588881498172,1.67786231575953,0.00115051668685811,0.048839887694219,0.044167133039333,232,"tags=63%, list=24%, signal=49%","Prc1/Nusap1/Kif23/Cdk1/Smc4/Racgap1/Tpx2/Kifc1/Cenpe/Incenp/Cenpk/Birc5/Wapl/Spc24/Cdca8/Kif22/Cdc20"
"GO:0009746","GO:0009746","response to hexose",34,0.473283888060518,1.64131461770526,0.00126096403591905,0.048839887694219,0.044167133039333,197,"tags=56%, list=20%, signal=46%","Nnat/Ghrl/Slc30a8/Gcg/Tcf7l2/Pdx1/Mlxipl/Abcc8/Zbtb20/Ppp3ca/Rfx6/Igf1r/Baiap3/Myt1/Acvr1c/Slc2a2/Pdk3/Birc5/Gck"
"GO:0034284","GO:0034284","response to monosaccharide",34,0.473283888060518,1.64131461770526,0.00126096403591905,0.048839887694219,0.044167133039333,197,"tags=56%, list=20%, signal=46%","Nnat/Ghrl/Slc30a8/Gcg/Tcf7l2/Pdx1/Mlxipl/Abcc8/Zbtb20/Ppp3ca/Rfx6/Igf1r/Baiap3/Myt1/Acvr1c/Slc2a2/Pdk3/Birc5/Gck"
"GO:1903829","GO:1903829","positive regulation of protein localization",52,0.428166730292483,1.56319460887902,0.00135300362750368,0.048839887694219,0.044167133039333,209,"tags=46%, list=22%, signal=38%","Ins2/Nnat/Ghrl/Mapt/Slc30a8/Gcg/Sytl4/Cdk1/Isl1/Tcf7l2/Pdx1/Rph3al/Wnk3/Abcc8/A1cf/Rfx6/Gnas/Baiap3/Glud1/Ptn/Slc2a2/Gipr/Gck/Pcsk1"
"GO:0009306","GO:0009306","protein secretion",63,0.400726452601775,1.4908829090344,0.00120574033677733,0.048839887694219,0.044167133039333,389,"tags=65%, list=40%, signal=41%","Ins2/Nnat/Ghrl/Gnao1/Slc30a8/Gcg/Sytl4/Isl1/Tcf7l2/Pdx1/Rph3al/Abcc8/G6pc2/A1cf/Ppp3ca/Rfx6/Gnas/Baiap3/Snap25/Glud1/Myt1/Acvr1c/Pclo/Slc2a2/Sel1l/Birc5/Gipr/Gck/Idh2/Pcsk1/Syt7/Ptprn2/Stxbp5l/Rbp4/Ahi1/Chga/Foxo1/Hmgn3/Pde1c/Rab3b/Cd200"
"GO:0010646","GO:0010646","regulation of cell communication",264,0.329274102771776,1.31764384672741,0.00138981949238136,0.048839887694219,0.044167133039333,453,"tags=55%, list=47%, signal=40%","Bicc1/Ins2/Nnat/Ghrl/Dcdc2a/Grin3a/Mapt/Hmga2/Fgfr2/Shank2/Gnao1/Eya2/Cbfa2t2/Slc30a8/Pim2/Gcg/Sytl4/Ghr/Isl1/Tcf7l2/Pdx1/Ncam1/Pak3/Rph3al/Rbms3/Lurap1l/Wwc1/Abcc8/Sulf2/Lamc1/Ica1/G6pc2/Incenp/Ppp3ca/Auts2/Bcl2/Rfx6/Rap1gap2/Igf1r/Kctd8/Rgs17/Gnas/Gria2/Baiap3/Scg5/Grin2c/Snap25/Glud1/Myt1/Sez6l2/Aurka/Errfi1/Rap1b/Acvr1c/Pclo/Atp2a2/Actn4/Ptn/Slc2a2/Arg1/Dab1/Vdr/Mctp2/Hells/Birc5/Notch2/Gipr/Gck/Lmnb1/Tspan5/Gas2/Cdca8/Cxxc4/Rfwd3/Sez6l/Akr1cl/Cdc20/Ezh2/Pde10a/Frzb/Lamb1/Ece1/Iapp/Syt7/Stxbp1/Cdh2/Stard10/Pex5l/Dusp10/Gnai1/Igfbpl1/Rasl11b/Kit/Slc39a10/Dll3/Pbld2/Igf2/Stxbp5l/Dbn1/Camk2b/Marcks/Cacna1a/Tmem108/Synpr/Cplx2/Hipk2/Nrp1/Rbp4/Litaf/Chga/Chd7/Foxo1/Cdh1/Lrp8/Celf4/Hmgn3/Cnksr3/Peg10/Clu/Il1r1/Dlk1/Rock1/Pde1c/Grb10/Mdk/Lmna/Cat/Galr1/Stox1/Fstl1/Kcnc3/Nucks1/Pdia3/Tspear/Sulf1/Gpc3/Ins1/Ffar4/Scgn/Fgf12/Prdm16/Tgfbr1/Fhl2/Ksr2/Prox1"
