,gene_name,total_highly_variable,total_velocity_genes,total_velocity_r2,317s1_highly_variable,317s1_velocity_genes,317s1_velocity_r2,317s2_highly_variable,317s2_velocity_genes,317s2_velocity_r2,320s1_highly_variable,320s1_velocity_genes,320s1_velocity_r2,320s2_highly_variable,320s2_velocity_genes,320s2_velocity_r2,323s1_highly_variable,323s1_velocity_genes,323s1_velocity_r2,323s2_highly_variable,323s2_velocity_genes,323s2_velocity_r2,326s1_highly_variable,326s1_velocity_genes,326s1_velocity_r2,326s2_highly_variable,326s2_velocity_genes,326s2_velocity_r2,329s1_highly_variable,329s1_velocity_genes,329s1_velocity_r2,329s2_highly_variable,329s2_velocity_genes,329s2_velocity_r2,overdisp_S,overdisp_U,nonzero_S,nonzero_U
35,Adgb,True,True,0.09902352094650269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108047742341113,0.264442926566854,0.014339826839826842,0.06439393939393939
36,Adgrb3,True,True,0.37030500173568726,,,,True,True,0.11223262548446655,True,True,0.05467486381530762,True,True,0.06186795234680176,True,True,0.08757346868515015,True,True,0.24713993072509766,True,True,0.07849550247192383,True,True,0.01359492540359497,,,,True,True,0.22825205326080322,1.17524502015349,0.18143948708932,0.017045454545454548,0.2951839826839827
37,Adgrg6,True,True,0.8399179875850677,True,True,0.7252854704856873,True,True,0.7106065154075623,True,True,0.6890028119087219,True,True,0.7038151621818542,True,True,0.6936516463756561,True,True,0.6497317254543304,True,True,0.7071236968040466,True,True,0.664376825094223,True,True,0.7036518454551697,True,True,0.7023020684719086,0.342496917985496,0.222537217157327,0.14745670995670995,0.13852813852813853
38,Adk,True,True,0.8291678577661514,True,True,0.6540015935897827,True,True,0.670675665140152,True,True,0.6604653000831604,True,True,0.7199815213680267,True,True,0.6921914219856262,True,True,0.5915814638137817,True,True,0.6885057985782623,True,True,0.6958480477333069,True,True,0.693132758140564,True,True,0.6691404581069946,0.853918904406888,0.651549550270477,0.3952922077922078,0.303030303030303
39,Aff2,True,True,0.07995831966400146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148527541037062,0.203160384383183,0.008387445887445888,0.13988095238095238
40,Afm,,,,,,,,,,,,,True,True,0.39683157205581665,,,,True,True,0.3996018171310425,True,True,0.2900237441062927,,,,,,,True,True,0.12262248992919922,0.538911557825963,0.391392730937903,0.13636363636363635,0.032196969696969696
41,Agap3,True,True,0.26373666524887085,True,True,0.2851365804672241,True,True,0.015957951545715332,True,True,0.1124611496925354,True,True,0.04473346471786499,True,True,0.14078545570373535,True,True,0.1180722713470459,True,True,0.09123796224594116,True,True,0.14154154062271118,True,True,0.043761372566223145,True,True,0.030722975730895996,1.81206301626943,0.453987807260556,0.15016233766233766,0.06926406926406926
42,Ahi1,True,True,0.4875757694244385,True,True,0.29413092136383057,True,True,0.18942660093307495,True,True,0.3408457636833191,True,True,0.19512802362442017,True,True,0.304973840713501,True,True,0.2539856433868408,True,True,0.1521817445755005,True,True,0.24053657054901123,True,True,0.21062344312667847,True,True,0.29531359672546387,1.06665349757991,0.588205738057546,0.18804112554112556,0.108495670995671
43,Ak8,True,True,0.38193172216415405,,,,,,,True,True,0.11319446563720703,,,,,,,,,,,,,True,True,0.1514514684677124,True,True,0.0961308479309082,,,,0.446807763291425,0.331351442880157,0.06547619047619048,0.05221861471861472
44,Akap17b,True,True,0.7341281473636627,True,True,0.47236883640289307,True,True,0.3551124334335327,True,True,0.4247221350669861,True,True,0.4129849076271057,True,True,0.5715613663196564,True,True,0.48151177167892456,True,True,0.4966784119606018,True,True,0.3907366394996643,True,True,0.450295090675354,True,True,0.48805487155914307,0.334365415131344,0.214713403872276,0.15963203463203463,0.12202380952380953
45,Akr1c12,,,,,,,,,,,,,,,,True,True,0.05312401056289673,,,,True,True,0.033427894115448,,,,,,,,,,0.675562490600362,0.248280950823182,0.33685064935064934,0.03354978354978355
46,Akr1c19,True,True,0.7091636061668396,True,True,0.4330861568450928,True,True,0.5054993629455566,True,True,0.5170667767524719,True,True,0.4700436592102051,True,True,0.4657267928123474,True,True,0.49064749479293823,True,True,0.5218913853168488,True,True,0.45696455240249634,True,True,0.4825323224067688,True,True,0.521920919418335,1.3325061657589,0.692458429686662,0.7121212121212122,0.2673160173160173
47,Akr1cl,True,True,0.6580757200717926,True,True,0.3603050708770752,True,True,0.4116685390472412,True,True,0.3736065626144409,True,True,0.4728772044181824,True,True,0.4543069005012512,True,True,0.3899592161178589,True,True,0.24314582347869873,True,True,0.3958349823951721,True,True,0.5327412784099579,True,True,0.33596301078796387,0.11933254503581,0.0704813232543682,0.10903679653679654,0.029220779220779224
48,Alcam,True,True,0.2894677519798279,,,,True,True,0.05129075050354004,,,,True,True,0.07120400667190552,True,True,0.2844806909561157,,,,True,True,0.01167231798171997,True,True,0.08908379077911377,True,True,0.10909461975097656,True,True,0.12382054328918457,0.962306859565962,0.658705103134116,0.35389610389610393,0.3563311688311688
49,Ambp,True,True,0.6248875558376312,True,True,0.4232178330421448,True,True,0.3469017744064331,True,True,0.2663211226463318,True,True,0.40198463201522827,True,True,0.3325471878051758,True,True,0.4484862685203552,True,True,0.3779069781303406,True,True,0.21144640445709229,True,True,0.42578941583633423,True,True,0.31411147117614746,0.900790161830664,0.89786677731855,0.7491883116883116,0.17505411255411257
50,Amotl1,True,True,0.27079856395721436,,,,,,,True,True,0.02383214235305786,True,True,0.021606862545013428,,,,,,,,,,,,,,,,,,,1.12022365042038,0.470139017601156,0.262987012987013,0.0514069264069264
51,Amotl2,True,True,0.21458536386489868,,,,True,True,0.033639609813690186,True,True,0.08496952056884766,True,True,0.03429180383682251,True,True,0.06376898288726807,True,True,0.08032447099685669,True,True,0.11523902416229248,,,,,,,True,True,0.014439046382904053,0.488350072748238,0.213817762904723,0.29653679653679654,0.026785714285714284
52,Ank,True,True,0.8884160742163658,True,True,0.7229087352752686,True,True,0.7633208930492401,True,True,0.7901596277952194,True,True,0.7485809624195099,True,True,0.7476367950439453,True,True,0.7567687481641769,True,True,0.7779898792505264,True,True,0.7836686819791794,True,True,0.7531636208295822,True,True,0.7575709521770477,0.401003393363316,0.300450029776878,0.30898268398268397,0.34172077922077926
53,Ank2,True,True,0.16546815633773804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452154054683162,0.28589878011923,0.05005411255411256,0.16720779220779222
54,Ankrd1,True,True,0.49111485481262207,True,True,0.24889004230499268,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147240135141795,0.0067226713558148,0.006493506493506493,0.00487012987012987
55,Ankrd12,True,True,0.33397364616394043,True,True,0.17055004835128784,True,True,0.09062016010284424,True,True,0.08967292308807373,True,True,0.12052905559539795,True,True,0.09552264213562012,True,True,0.1912519335746765,True,True,0.19399487972259521,True,True,0.018490970134735107,True,True,0.23213952779769897,,,,3.73864249225786,1.33669417187345,0.28733766233766234,0.22294372294372294
56,Ankrd44,True,True,0.6204926669597626,True,True,0.2958489656448364,True,True,0.34001684188842773,True,True,0.3899585008621216,True,True,0.29925334453582764,True,True,0.37667614221572876,True,True,0.33486229181289673,True,True,0.43902695178985596,True,True,0.2352006435394287,True,True,0.29735344648361206,True,True,0.39542943239212036,1.46804086151174,0.748394012853198,0.1387987012987013,0.4932359307359307
57,Anks6,True,True,0.34937769174575806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267075178845843,0.274450584568259,0.040313852813852816,0.05357142857142857
58,Anln,,,,True,True,0.5261116027832031,,,,,,,True,True,0.4231427311897278,,,,,,,,,,,,,,,,True,True,0.43722474575042725,0.0760656500004392,0.0779881737249661,0.045454545454545456,0.026244588744588744
59,Ano6,True,True,0.4743523597717285,,,,,,,,,,True,True,0.07773756980895996,,,,True,True,0.04567086696624756,,,,,,,True,True,0.07606911659240723,True,True,0.020309388637542725,0.806820765467488,0.77939679955949,0.12040043290043291,0.22402597402597402
60,Anpep,True,True,0.2051190733909607,True,True,0.023348093032836914,True,True,0.09740406274795532,,,,True,True,0.15293121337890625,True,True,0.1371360421180725,,,,True,True,0.03977489471435547,True,True,0.020000219345092773,True,True,0.06402707099914551,True,True,0.15546774864196777,0.33302999882791,0.149140667777835,0.24999999999999997,0.03490259740259741
61,Anxa2,True,True,0.7613208591938019,True,True,0.680721253156662,True,True,0.745667576789856,True,True,0.7172346413135529,True,True,0.6959298253059387,True,True,0.6904531419277191,True,True,0.6849452555179596,True,True,0.6741298139095306,True,True,0.751491442322731,True,True,0.7302184402942657,True,True,0.6157943308353424,0.237559796479432,0.139681342456605,0.3666125541125541,0.10795454545454544
62,Anxa4,True,True,0.6242267489433289,True,True,0.45693957805633545,True,True,0.380550742149353,True,True,0.23190659284591675,True,True,0.518113374710083,True,True,0.44799649715423584,True,True,0.4384492039680481,True,True,0.4695689082145691,True,True,0.42645740509033203,True,True,0.4533216953277588,True,True,0.39913690090179443,1.50293132763572,0.731343536509417,0.7104978354978355,0.23079004329004327
63,Anxa5,True,True,0.08327257633209229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03585336894761,0.215226114688627,0.5873917748917749,0.01948051948051948
64,Ap1s2,True,True,0.7048388123512268,True,True,0.5236554443836212,True,True,0.4053382873535156,True,True,0.3506684899330139,True,True,0.5155355036258698,True,True,0.5180796980857849,True,True,0.3735466003417969,True,True,0.4255882501602173,True,True,0.4662421941757202,True,True,0.5184581279754639,True,True,0.5143756866455078,0.477151111184242,0.503966957342711,0.10795454545454546,0.12987012987012989
65,Ap3b2,True,True,0.47088783979415894,True,True,0.16564881801605225,True,True,0.2629254460334778,True,True,0.24940818548202515,True,True,0.2869716286659241,True,True,0.21753710508346558,True,True,0.1535397171974182,True,True,0.28088319301605225,True,True,0.2885372042655945,True,True,0.22815930843353271,True,True,0.31459635496139526,0.771246926967087,0.555110874775332,0.12743506493506496,0.08955627705627706
66,Arfgap3,True,True,0.3010174036026001,,,,True,True,0.08280068635940552,,,,,,,,,,,,,,,,,,,,,,True,True,0.01613771915435791,1.28582128513384,0.787866047155914,0.19967532467532467,0.1663961038961039
67,Arfgef3,True,True,0.1331634521484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54624361548191,0.771332600479055,0.048430735930735935,0.06385281385281386
68,Arg1,True,True,0.820603534579277,True,True,0.44449371099472046,True,True,0.5318797528743744,True,True,0.5081378221511841,True,True,0.5795889496803284,True,True,0.42135852575302124,True,True,0.5418377220630646,True,True,0.44604361057281494,True,True,0.4056335687637329,True,True,0.5977419018745422,True,True,0.4279431104660034,0.0733416968730273,0.454009119219981,0.12121212121212122,0.012987012987012986
69,Arhgap36,True,True,0.8086175173521042,,,,True,True,0.41663306951522827,True,True,0.5754847526550293,True,True,0.39690011739730835,True,True,0.6012865006923676,,,,True,True,0.5981036722660065,True,True,0.5055947005748749,True,True,0.6015448868274689,,,,0.0325410997523845,0.0253248585745119,0.04383116883116883,0.015151515151515154
70,Arhgef19,True,True,0.2953832149505615,True,True,0.0468672513961792,,,,,,,,,,True,True,0.0555424690246582,,,,,,,,,,True,True,0.07079523801803589,,,,0.750392043736742,0.532405792412894,0.16801948051948054,0.030032467532467536
71,Arhgef7,,,,,,,,,,True,True,0.08283305168151855,,,,,,,,,,,,,True,True,0.014603197574615479,,,,,,,2.79077289267247,1.08060201730366,0.10903679653679654,0.13933982683982685
72,Arid5b,True,True,0.4764332175254822,,,,True,True,0.3297277092933655,True,True,0.26918870210647583,True,True,0.31519824266433716,True,True,0.20521122217178345,True,True,0.32480722665786743,True,True,0.31468403339385986,True,True,0.2754278779029846,True,True,0.2591196894645691,True,True,0.3044247031211853,1.041021443519,0.483674072775276,0.18208874458874458,0.26975108225108224
73,Arl6ip1,True,True,0.6119243204593658,True,True,0.2411184310913086,True,True,0.33794188499450684,True,True,0.1752142310142517,True,True,0.29973405599594116,True,True,0.21085667610168457,True,True,0.2841188311576843,True,True,0.35719263553619385,True,True,0.15787851810455322,True,True,0.33680260181427,True,True,0.130090594291687,1.08314285500292,0.230759247024497,0.7205086580086579,0.045454545454545456
74,Arx,True,True,0.24161547422409058,,,,True,True,0.047627270221710205,,,,,,,,,,True,True,0.031682729721069336,,,,,,,,,,True,True,0.055698275566101074,0.148286474801607,0.0455957987694559,0.2121212121212121,0.00946969696969697
75,Asb4,True,True,0.48603397607803345,,,,,,,,,,True,True,0.06632870435714722,True,True,0.23352164030075073,,,,,,,True,True,0.15364909172058105,,,,,,,0.0583134462277396,0.0339843669876726,0.06682900432900432,0.011363636363636364
76,Asf1b,True,True,0.5082641541957855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117735118344651,0.091442873165512,0.09686147186147187,0.006764069264069264
77,Asic2,True,True,0.32875680923461914,,,,,,,,,,,,,True,True,0.0266076922416687,,,,,,,True,True,0.05944293737411499,True,True,0.08442956209182739,,,,0.144785042745764,0.122705841910225,0.016233766233766232,0.14285714285714285
78,Asphd1,True,True,0.2903951406478882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434893615115605,0.652247861801805,0.033008658008658015,0.05925324675324676
79,Ass1,True,True,0.01746547222137451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314571230513805,inf,0.2077922077922078,0.00432900432900433
80,Atad2,True,True,0.842623770236969,True,True,0.5551516115665436,True,True,0.5853557884693146,True,True,0.6125915944576263,True,True,0.3732743263244629,True,True,0.5612514615058899,True,True,0.5396550893783569,True,True,0.587858259677887,True,True,0.6318865120410919,True,True,0.6398386657238007,True,True,0.5664949119091034,0.192738630900154,0.151523820051608,0.11525974025974026,0.06764069264069264
81,Atf3,True,True,0.43343985080718994,,,,True,True,0.2306063175201416,True,True,0.1546453833580017,True,True,0.17215663194656372,True,True,0.13686740398406982,True,True,0.0297967791557312,True,True,0.17024964094161987,True,True,0.014980614185333252,,,,True,True,0.10554587841033936,0.103024955181415,0.205428931808923,0.11147186147186147,0.05438311688311689
82,Atg4a,True,True,0.49128490686416626,True,True,0.2617979049682617,True,True,0.4387745261192322,True,True,0.401279091835022,True,True,0.3523331880569458,True,True,0.29586029052734375,True,True,0.26962465047836304,True,True,0.15023458003997803,True,True,0.29143184423446655,True,True,0.32413673400878906,True,True,0.3149183392524719,0.728500709681742,0.0928727960231425,0.09226190476190477,0.06737012987012987
83,Atox1,,,,True,True,0.04935276508331299,True,True,0.3434654474258423,True,True,0.33920735120773315,True,True,0.2055279016494751,True,True,0.2595061659812927,True,True,0.34421515464782715,True,True,0.2798190116882324,True,True,0.15567147731781006,True,True,0.417641818523407,True,True,0.18788927793502808,1.97301237888175,2.34281035547125,0.7727272727272727,0.26812770562770566
84,Atp2a2,True,True,0.7188112735748291,True,True,0.5081734359264374,True,True,0.32350027561187744,True,True,0.41238975524902344,True,True,0.562854528427124,True,True,0.46852028369903564,True,True,0.5719231367111206,True,True,0.4434428811073303,True,True,0.5342874228954315,True,True,0.5654539167881012,True,True,0.3911197781562805,0.407654954877379,0.446823880320677,0.13663419913419914,0.22537878787878787
85,Atp2a3,True,True,0.28626829385757446,True,True,0.16321176290512085,True,True,0.09150147438049316,True,True,0.11108660697937012,,,,True,True,0.17524951696395874,True,True,0.08040708303451538,True,True,0.2341291308403015,,,,,,,True,True,0.12005382776260376,0.576499779032283,0.436563623012925,0.14204545454545456,0.0533008658008658
86,Atp2b1,True,True,0.054185330867767334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84775725842432,1.75210820493759,0.72754329004329,0.31114718614718617
87,Atp5l,,,,,,,,,,,,,,,,,,,,,,True,True,0.02412128448486328,,,,True,True,0.020862042903900146,,,,4.38134297939209,1.16941421835698,0.2689393939393939,0.12445887445887446
88,Atp6v0d1,True,True,0.07736921310424805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19737136105157,1.69926960008718,0.6431277056277056,0.1277056277056277
89,Atp6v1b2,True,True,0.360831618309021,True,True,0.17072975635528564,,,,True,True,0.07112926244735718,,,,True,True,0.07460534572601318,,,,True,True,0.11520880460739136,,,,True,True,0.0610508918762207,True,True,0.2730962038040161,3.43850645871276,2.03649921510485,0.49864718614718617,0.15422077922077923
90,Atp8b1,True,True,0.39303654432296753,True,True,0.042390286922454834,True,True,0.184739351272583,True,True,0.21847689151763916,True,True,0.1168937087059021,,,,True,True,0.14458054304122925,True,True,0.12280839681625366,True,True,0.07135170698165894,True,True,0.042431533336639404,True,True,0.22539126873016357,2.12995273357881,1.39589183367555,0.3411796536796537,0.4862012987012987
91,Aurka,True,True,0.7585470974445343,True,True,0.5303981602191925,True,True,0.45838451385498047,True,True,0.4350093603134155,True,True,0.5470771789550781,True,True,0.4570746421813965,True,True,0.6222549974918365,True,True,0.5681733191013336,True,True,0.4356808066368103,True,True,0.5784334242343903,True,True,0.48202067613601685,0.0735085618463776,0.0278189122126648,0.09334415584415585,0.010822510822510822
92,Aurkb,True,True,0.41377413272857666,True,True,0.25295352935791016,,,,True,True,0.2625584602355957,,,,,,,,,,,,,,,,True,True,0.3445388674736023,,,,0.0547556797950371,0.0137375869544039,0.08955627705627706,0.003787878787878788
93,Auts2,True,True,0.7809183597564697,True,True,0.502129852771759,True,True,0.6629235148429871,True,True,0.5605873167514801,True,True,0.6719865202903748,True,True,0.551175057888031,True,True,0.6140713095664978,True,True,0.47547435760498047,True,True,0.6303010582923889,True,True,0.526791900396347,True,True,0.5788688361644745,0.998659753832405,0.790322334919309,0.3125,0.8198051948051948
94,B4galt1,True,True,0.1026695966720581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820404977144922,0.330477167357102,0.10227272727272727,0.0670995670995671
