"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0023061","GO:0023061","signal release",77,0.412069260202792,1.539021180095,0.00034860543085673,0.0388024660345914,0.0326870517353921,412,"tags=68%, list=44%, signal=41%","Ghrl/Nnat/Gnas/Isl1/Hmgn3/Cpe/Rap1b/Glud1/Birc5/Pdx1/Syt13/Rph3al/Sytl4/Cplx2/Abcc8/Ppp3ca/G6pc2/Scg5/Slc30a8/Slc2a2/Syt7/Chd7/Hmga2/Baiap3/Slc16a10/Atp2a2/Vdr/Ica1/Maob/Stxbp1/Foxo1/Gnao1/Myt1/Rfx6/Galr1/Pclo/Rimbp2/Gipr/Kcnc3/Gck/Acvr1c/Cadps/Tcf7l2/Snap25/Pex5l/Mctp2/Ptprn2/Stxbp5l/Cacna1a/Pde1c/Ffar4/Ptprn"
"GO:1903047","GO:1903047","mitotic cell cycle process",93,0.396277164446305,1.49904541149806,0.00034860543085673,0.0388024660345914,0.0326870517353921,335,"tags=57%, list=36%, signal=40%","Ins2/Cks2/Birc5/Ccnd2/Cdk1/Cdc20/Spc24/Cdc14b/Smc4/Spc25/Lig1/Adamts1/Cenpf/Cdca8/Pim2/Pax6/Ccnb2/Ppp3ca/Smc2/Ush1c/Mki67/Mcm6/Rock1/Lmnb1/Nusap1/Nasp/Tpx2/Racgap1/Prc1/Gnai1/Cenpe/Aurka/Zfp36l1/Wapl/Ezh2/Incenp/Kif23/Camk2b/Kif22/Cenpk/Cenph/Nek6/Rfwd3/E2f1/Nfib/Clspn/Igf2/Kifc1/Fgfr2/Cdk6/Stox1/Bcl2/Igf1r"
"GO:0046903","GO:0046903","secretion",105,0.388249436413488,1.48200941616428,0.000271138817929304,0.0388024660345914,0.0326870517353921,400,"tags=63%, list=43%, signal=40%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Cpe/Rap1b/Glud1/Birc5/Pdx1/Syt13/Anxa2/Cd200/Idh2/Rph3al/Sytl4/Cplx2/Abcc8/Ppp3ca/Pcsk1/G6pc2/Scg5/Slc30a8/Slc2a2/Wnk3/Syt7/Rab3b/Chd7/Hmga2/Stard10/Ncam1/Baiap3/Slc16a10/Atp2a2/Vdr/Sel1l/Ica1/Maob/Stxbp1/Tcp11/Foxo1/Gnao1/A1cf/Ahi1/Kit/Myt1/Rfx6/Galr1/Rab27a/Pclo/Rimbp2/Gipr/Kcnc3/Gck/Acvr1c/Cadps/Tcf7l2/Snap25/Pex5l/Mctp2/Ptprn2/Stxbp5l/Cacna1a/Pde1c/Ffar4"
"GO:0010564","GO:0010564","regulation of cell cycle process",72,0.414536184185798,1.53987515785741,0.000448856704998447,0.0463925465809109,0.0390809070968573,335,"tags=58%, list=36%, signal=40%","Ins2/Birc5/Ccnd2/Cdk1/Cdc20/Spc24/Cdc14b/Smc4/Spc25/Adamts1/Cenpf/Cdca8/Smc2/Mki67/Lmnb1/Nusap1/Tpx2/Racgap1/Prc1/Gnai1/Cenpe/Aurka/Zfp36l1/Wapl/Ezh2/Incenp/Kif23/Hmga2/Camk2b/Nek6/Rfwd3/E2f1/Clspn/Igf2/Kifc1/Mdm1/Klhl13/Fgfr2/Cdk6/Stox1/Bcl2/Igf1r"
"GO:0071396","GO:0071396","cellular response to lipid",23,0.541742789915268,1.76813546297016,0.000572431595224953,0.0467533985613803,0.0393848874506808,236,"tags=52%, list=25%, signal=40%","Gnas/Isl1/Gch1/Akr1c19/Pdk3/Litaf/Gnai1/Slc2a2/Zfp36l1/Hmga2/Vdr/Akr1cl"
"GO:0007059","GO:0007059","chromosome segregation",50,0.441633227906662,1.58926101930524,0.000517479396549912,0.0467533985613803,0.0393848874506808,280,"tags=54%, list=30%, signal=40%","Birc5/Cdk1/Cdc20/Spc24/Top2a/Smc4/Spc25/Cenpf/Cdca8/Ccnb2/Smc2/Mki67/Nusap1/Tpx2/Racgap1/Prc1/Cenpe/Aurka/Wapl/Incenp/Kif23/Kif22/Cenpk/Cenph/Nek6/Ndc1/Kifc1"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition",50,0.441191122542067,1.58767005925519,0.000526638086934344,0.0467533985613803,0.0393848874506808,349,"tags=62%, list=38%, signal=41%","Cks2/Birc5/Ccnd2/Cdk1/Cdc20/Spc24/Cdc14b/Spc25/Adamts1/Cenpf/Cdca8/Pim2/Ccnb2/Ppp3ca/Ush1c/Lmnb1/Nasp/Cenpe/Zfp36l1/Ezh2/Incenp/Camk2b/Nek6/Rfwd3/E2f1/Nfib/Clspn/Cdk6/Stox1/Bcl2/Nfix"
"GO:0000278","GO:0000278","mitotic cell cycle",103,0.382912369501942,1.45719186251814,0.000581590306914198,0.0467533985613803,0.0393848874506808,335,"tags=54%, list=36%, signal=39%","Ins2/Meis2/Tubb3/Cks2/Birc5/Ccnd2/Cdk1/Cdc20/Spc24/Cdc14b/Smc4/Spc25/Lig1/Adamts1/Cenpf/Cdca8/Pim2/Pax6/Ccnb2/Ppp3ca/Smc2/Trim35/Ush1c/Mki67/Mcm6/Rock1/Lmnb1/Nusap1/Nasp/Tpx2/Racgap1/Prc1/Gnai1/Cenpe/Aurka/Zfp36l1/Wapl/Ezh2/Incenp/Kif23/Camk2b/Kif22/Cenpk/Cenph/Nek6/Rfwd3/E2f1/Nfib/Clspn/Igf2/Kifc1/Fgfr2/Cdk6/Stox1/Bcl2/Igf1r"
"GO:0000280","GO:0000280","nuclear division",48,0.44501918862607,1.59349101894643,0.000664018831457345,0.0505702762694094,0.0426002109045765,280,"tags=62%, list=30%, signal=46%","Ins2/Cks2/Birc5/Cdk1/Cdc20/Spc24/Top2a/Cdc14b/Smc4/Spc25/Cdca8/Ccnb2/Smc2/Mki67/Nusap1/Tpx2/Racgap1/Prc1/Cenpe/Aurka/Wapl/Incenp/Kif23/Camk2b/Kif22/Cenpk/Nfib/Ndc1/Igf2/Kifc1"
"GO:0022402","GO:0022402","cell cycle process",113,0.372131061775801,1.42490556014369,0.000709812531060426,0.0513549366222218,0.0432612058404196,335,"tags=54%, list=36%, signal=39%","Ins2/Cks2/Birc5/Ccnd2/Cdk1/Cdc20/Spc24/Top2a/Cdc14b/Smc4/Spc25/Lig1/Adamts1/Cenpf/Cdca8/Pim2/Pax6/Ccnb2/Hepacam2/Ppp3ca/Smc2/Ush1c/Mki67/Mcm6/Rock1/Lmnb1/Nusap1/Lmna/Nasp/Tpx2/Racgap1/Prc1/Gnai1/Cenpe/Aurka/Zfp36l1/Wapl/Mcm7/Ezh2/Incenp/Kif23/Hmga2/Camk2b/Kif22/Cenpk/Cenph/Nek6/Rfwd3/E2f1/Nfib/Ndc1/Clspn/Igf2/Kifc1/Mdm1/Klhl13/Fgfr2/Cdk6/Stox1/Bcl2/Igf1r"
"GO:0050708","GO:0050708","regulation of protein secretion",49,0.435077470064356,1.56263432613718,0.000764765024259939,0.0526959519097205,0.0443908720848626,332,"tags=63%, list=36%, signal=43%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Glud1/Birc5/Pdx1/Cd200/Idh2/Rph3al/Sytl4/Abcc8/Ppp3ca/Pcsk1/G6pc2/Slc30a8/Slc2a2/Syt7/Baiap3/Foxo1/Gnao1/A1cf/Ahi1/Myt1/Rfx6/Gipr/Gck/Acvr1c/Tcf7l2"
"GO:0014014","GO:0014014","negative regulation of gliogenesis",10,0.686377536115741,1.97540606095579,0.000892987677723624,0.0561805725941776,0.0473263034692886,231,"tags=80%, list=25%, signal=61%","Ptn/Idh2/Abcc8/Dll3/Dusp10/Casz1/Hmga2/Dab1"
"GO:0007267","GO:0007267","cell-cell signaling",148,0.361843443872092,1.40693960738763,0.00086551137847149,0.0561805725941776,0.0473263034692886,412,"tags=57%, list=44%, signal=38%","Ghrl/Nnat/Gnas/Isl1/Hmgn3/Cpe/Rap1b/Glud1/Ptn/Birc5/Pdx1/Syt13/Dbn1/Cdc20/Grb10/Rph3al/Sytl4/Bicc1/Cplx2/Abcc8/Ppp3ca/G6pc2/Scg5/Slc30a8/Mapt/Gnai1/Slc2a2/Syt7/Dcdc2a/Rab3b/Chd7/Ezh2/Cxxc4/Cdh1/Frzb/Sulf2/Cacna2d1/Hmga2/Camk2b/Ncam1/Baiap3/Slc16a10/Atp2a2/Vdr/Ica1/Maob/Stxbp1/Celf4/Grin3a/Foxo1/Gnao1/Rbms3/Kit/Myt1/Rfx6/Galr1/Pclo/Rimbp2/Fgfr2/Gipr/Lrp8/Gria2/Kcnc3/Gck/Acvr1c/Cadps/Tcf7l2/Igf1r/Grin2c/Snap25/Synpr/Gabrb3/Shank2/Pex5l/Mctp2/Cdh2/Ptprn2/Stxbp5l/Cacna1a/Pde1c/Tmem108/Scgn/Ffar4/Gpc3/Ptprn"
"GO:0051304","GO:0051304","chromosome separation",17,0.579132904154295,1.82400625976386,0.00109529309360562,0.0633955642578934,0.053404185364013,183,"tags=59%, list=20%, signal=48%","Birc5/Cdc20/Spc24/Top2a/Smc4/Spc25/Cdca8/Smc2/Cenpe/Incenp"
"GO:0007346","GO:0007346","regulation of mitotic cell cycle",55,0.425963484638349,1.55025059412064,0.0010584774006314,0.0633955642578934,0.053404185364013,335,"tags=58%, list=36%, signal=40%","Ins2/Meis2/Cks2/Birc5/Ccnd2/Cdk1/Cdc20/Spc24/Cdc14b/Spc25/Adamts1/Cenpf/Cdca8/Pim2/Trim35/Mki67/Lmnb1/Nusap1/Cenpe/Zfp36l1/Ezh2/Incenp/Nek6/Rfwd3/E2f1/Clspn/Igf2/Fgfr2/Cdk6/Stox1/Bcl2/Igf1r"
"GO:0014013","GO:0014013","regulation of gliogenesis",17,0.572257945822798,1.80235325586387,0.001224148231351,0.0681285573371112,0.0573912409677917,239,"tags=59%, list=26%, signal=44%","Ptn/Idh2/Abcc8/Dll3/Dusp10/Casz1/Ezh2/Hmga2/Dab1/E2f1"
"GO:0016486","GO:0016486","peptide hormone processing",10,0.668011322133532,1.92254778907443,0.00157389901072944,0.0686404385782197,0.0578224478038617,144,"tags=70%, list=16%, signal=60%","Ins2/Cpe/Pcsk2/Pcsk1/Ece1/Scg5/Slc30a8"
"GO:0140448","GO:0140448","signaling receptor ligand precursor processing",10,0.668011322133532,1.92254778907443,0.00157389901072944,0.0686404385782197,0.0578224478038617,144,"tags=70%, list=16%, signal=60%","Ins2/Cpe/Pcsk2/Pcsk1/Ece1/Scg5/Slc30a8"
"GO:2001251","GO:2001251","negative regulation of chromosome organization",15,0.607274331984648,1.86485906599185,0.00162912291858748,0.0686404385782197,0.0578224478038617,183,"tags=60%, list=20%, signal=49%","Birc5/Cdc20/Spc24/Top2a/Spc25/Cdca8/Cenpe/Wapl/Incenp"
"GO:0007565","GO:0007565","female pregnancy",12,0.62027512066609,1.83879539177623,0.00175797877787988,0.0686404385782197,0.0578224478038617,324,"tags=83%, list=35%, signal=55%","Ghrl/Maged2/Ptn/Hpgd/Cdh1/Lamb1/Errfi1/Vdr/A1cf/Acvr1c"
"GO:0044703","GO:0044703","multi-organism reproductive process",12,0.62027512066609,1.83879539177623,0.00175797877787988,0.0686404385782197,0.0578224478038617,324,"tags=83%, list=35%, signal=55%","Ghrl/Maged2/Ptn/Hpgd/Cdh1/Lamb1/Errfi1/Vdr/A1cf/Acvr1c"
"GO:0044706","GO:0044706","multi-multicellular organism process",12,0.62027512066609,1.83879539177623,0.00175797877787988,0.0686404385782197,0.0578224478038617,324,"tags=83%, list=35%, signal=55%","Ghrl/Maged2/Ptn/Hpgd/Cdh1/Lamb1/Errfi1/Vdr/A1cf/Acvr1c"
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation",13,0.60368045206757,1.81513622712878,0.00181320274521356,0.0686404385782197,0.0578224478038617,183,"tags=62%, list=20%, signal=50%","Birc5/Cdk1/Cdc20/Spc24/Spc25/Cdca8/Cenpe/Incenp"
"GO:0031577","GO:0031577","spindle checkpoint signaling",13,0.603191106450278,1.81366487095932,0.00185001873154842,0.0686404385782197,0.0578224478038617,183,"tags=62%, list=20%, signal=50%","Birc5/Cdc20/Spc24/Spc25/Cdca8/Cenpe/Aurka/Incenp"
"GO:0051225","GO:0051225","spindle assembly",19,0.54435721934131,1.72758800108409,0.00173957079221963,0.0686404385782197,0.0578224478038617,186,"tags=58%, list=20%, signal=47%","Birc5/Cdc20/Cdca8/Ccnb2/Tpx2/Racgap1/Prc1/Cenpe/Aurka/Incenp/Kif23"
"GO:0140014","GO:0140014","mitotic nuclear division",40,0.449271172784901,1.57990250232328,0.00142663537152433,0.0686404385782197,0.0578224478038617,349,"tags=70%, list=38%, signal=46%","Ins2/Birc5/Cdk1/Cdc20/Spc24/Cdc14b/Smc4/Spc25/Cdca8/Smc2/Mki67/Nusap1/Tpx2/Racgap1/Prc1/Cenpe/Aurka/Wapl/Incenp/Kif23/Kif22/Cenpk/Nfib/Igf2/Kifc1/Fgfr2/Igf1r/Nfix"
"GO:0042886","GO:0042886","amide transport",58,0.409614274040078,1.49947863169295,0.00129777985959004,0.0686404385782197,0.0578224478038617,412,"tags=69%, list=44%, signal=41%","Ghrl/Nnat/Gnas/Isl1/Hmgn3/Cpe/Glud1/Birc5/Pdx1/Rph3al/Sytl4/Abcc8/Ppp3ca/G6pc2/Slc30a8/Slc2a2/Syt7/Chd7/Hmga2/Baiap3/Slc16a10/Stxbp1/Foxo1/Gnao1/Myt1/Rfx6/Pclo/Gipr/Gck/Acvr1c/Tcf7l2/Abcb9/Snap25/Pex5l/Ptprn2/Stxbp5l/Pde1c/Arl6ip1/Ffar4/Ptprn"
"GO:0051726","GO:0051726","regulation of cell cycle",93,0.379341062675629,1.43497917724136,0.00155549104624117,0.0686404385782197,0.0578224478038617,335,"tags=54%, list=36%, signal=38%","Ins2/Meis2/Cks2/Birc5/Ccnd2/Cdk1/Cdc20/Spc24/Cdc14b/Gmnn/Smc4/Spc25/Adamts1/Cenpf/Cdca8/Pim2/Ccnb2/Smc2/Trim35/Mki67/Lmnb1/Nusap1/Tpx2/Racgap1/Prc1/Gnai1/Cenpe/Aurka/Zfp36l1/Wapl/Ezh2/Hpgd/Incenp/Kif23/Hmga2/Camk2b/Nek6/Rfwd3/E2f1/Gas2/Clspn/Igf2/Kifc1/Mdm1/Klhl13/Fgfr2/Cdk6/Stox1/Bcl2/Igf1r"
"GO:0023051","GO:0023051","regulation of signaling",251,0.334637831461763,1.3277280569829,0.00137141155808757,0.0686404385782197,0.0578224478038617,410,"tags=53%, list=44%, signal=40%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Dlk1/Rap1b/Igfbpl1/Glud1/Peg10/Ptn/Birc5/Pdx1/Marcks/Rgs17/Anxa2/Dbn1/Cdc20/Arg1/Lurap1l/Cdca8/Pim2/Cat/Grb10/Rph3al/Sytl4/Bicc1/Cplx2/Pak3/Abcc8/Ppp3ca/Litaf/Dll3/Dusp10/Rock1/Lmnb1/G6pc2/Ece1/Lmna/Auts2/Scg5/Slc30a8/Mapt/Gnai1/Slc2a2/Aurka/Actn4/Rap1gap2/Syt7/Dcdc2a/Chd7/Ezh2/Cxxc4/Wwc1/Incenp/Cdh1/Frzb/Sulf2/Ghr/Slc39a10/Hells/Hmga2/Rasl11b/Lamb1/Camk2b/Stard10/Errfi1/Ncam1/Fstl1/Baiap3/Nrp1/Dab1/Atp2a2/Vdr/Akr1cl/Rfwd3/Ica1/Sez6l2/Stxbp1/Celf4/Grin3a/Foxo1/Tspan5/Gnao1/Gas2/Rbms3/Igf2/Cbfa2t2/Kit/Myt1/Rfx6/Galr1/Pclo/Fgfr2/Lamc1/Hipk2/Gipr/Lrp8/Notch2/Gria2/Pde10a/Kcnc3/Cnksr3/Gck/Acvr1c/Stox1/Tcf7l2/Bcl2/Igf1r/Grin2c/Pbld2/Snap25/Synpr/Kctd8/Sez6l/Shank2/Eya2/Pex5l/Mctp2/Cdh2/Il1r1/Stxbp5l/Cacna1a/Pde1c/Tmem108/Scgn/Ffar4/Nucks1/Fhl2/Gpc3/Prox1"
"GO:0051983","GO:0051983","regulation of chromosome segregation",23,0.515081350515862,1.68111808613845,0.00190542407897015,0.068928716056745,0.0580652916696692,235,"tags=52%, list=25%, signal=40%","Birc5/Cdk1/Cdc20/Spc24/Smc4/Spc25/Cdca8/Smc2/Mki67/Cenpe/Incenp/Nek6"
"GO:0071702","GO:0071702","organic substance transport",180,0.335622920343018,1.31764570183313,0.002201403611725,0.0776934396625871,0.0654486619352387,428,"tags=56%, list=46%, signal=38%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Krt18/Cpe/Glud1/Peg10/Immp1l/Birc5/Emb/Pdx1/Marcks/Syt13/Cdk1/Anxa2/Arg1/Cd200/Cenpf/Idh2/Grb10/Rph3al/Sytl4/Abcc8/Ppp3ca/Slc35b1/Pcsk1/G6pc2/Ank/Lmna/Scg5/Nasp/Slc30a8/Mapt/Slc2a2/Wnk3/Actn4/Zfp36l1/Syt7/Rab3b/Chd7/Cdh1/Slc2a5/Cacna2d1/Hmga2/Ddc/Camk2b/Stard10/Acsl1/Baiap3/Slc16a10/Atp2a2/Vdr/Sel1l/Maob/Stxbp1/Grin3a/Foxo1/Gnao1/Slc7a2/Agap3/Ndc1/A1cf/Ahi1/Pard3/Myt1/Slc7a14/Rfx6/Galr1/Pclo/Mtch1/Gipr/Gck/Acvr1c/Cadps/Tcf7l2/Bcl2/Ap3b2/Grin2c/Dennd2a/Abcb9/Ap1s2/Slc16a12/Snap25/Pex5l/Ptprn2/Fmn2/Stxbp5l/Cacna1a/Wipf1/Pde1c/Arl6ip1/Ffar4/Gpc3/Ptprn/Desi1/Atp8b1/Pik3r1/Mia3"
"GO:0043414","GO:0043414","macromolecule methylation",11,0.639682891971209,1.86912236798979,0.00231239620206287,0.079667554866309,0.0671116491726518,198,"tags=73%, list=21%, signal=58%","Gnas/H19/Gspt1/Pax6/Auts2/Rab3b/Ezh2/Hells"
"GO:0090304","GO:0090304","nucleic acid metabolic process",217,0.328943621415506,1.2976281486865,0.00238639132654291,0.0803048430118044,0.0676484983142396,426,"tags=55%, list=46%, signal=39%","Ins2/Gnas/Isl1/Hmgn3/Maged2/H19/Meis2/Cks2/Birc5/Pax4/Pdx1/Anxa4/Gars/Cdk1/Anxa2/Runx1t1/Top2a/Cdc14b/Gmnn/Smarca1/Smc4/Zbtb20/Lig1/Dek/Cd200/Celf3/Gspt1/Cenpf/Pim2/Pax6/Foxa3/Cnot6l/Cat/Pam/Tox3/Pak3/Ppp3ca/Smc2/Ptbp3/Parm1/Litaf/Cbfa2t3/Mcm6/Rock1/Drap1/Etv1/Lmna/Auts2/Nasp/Tshz1/Actn4/Zfp36l1/Wapl/Mcm7/Casz1/Chd7/Ezh2/Wwc1/Cdh1/Prim1/Hells/Hmga2/Kif22/Mlxipl/Atad2/Akap17b/Elp4/Pkib/Cenpk/Vdr/Rfwd3/E2f1/Celf4/St18/Nfib/Elavl4/Foxo1/Ehf/Basp1/Ncoa7/Clspn/A1cf/Igf2/Ahi1/Cbfa2t2/Kit/Myt1/Sox5/Rfx6/Galr1/Rbfox3/Pou6f2/Fgfr2/Hipk2/Lrp8/Notch2/Cdk6/Stox1/Tcf7l2/Igf1r/Nfix/Lmx1b/Setbp1/Eya2/Myt1l/Fmn2/Irx2/Nucks1/Fhl2/Rcor2/Mapre3/Tipin/Prox1/Ptprn/Rrm1/Prdm16/Arid5b/Atp8b1/Pik3r1/Zfhx3"
"GO:1905820","GO:1905820","positive regulation of chromosome separation",10,0.655456119159415,1.8864137043374,0.00249738409822372,0.082050466555204,0.0691190050346824,183,"tags=70%, list=20%, signal=57%","Birc5/Cdc20/Smc4/Cdca8/Smc2/Cenpe/Incenp"
"GO:0010646","GO:0010646","regulation of cell communication",250,0.32815578731112,1.30194960364966,0.00257137933028072,0.082050466555204,0.0691190050346824,410,"tags=52%, list=44%, signal=40%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Dlk1/Rap1b/Igfbpl1/Glud1/Peg10/Ptn/Birc5/Pdx1/Marcks/Rgs17/Dbn1/Cdc20/Arg1/Lurap1l/Cdca8/Pim2/Cat/Grb10/Rph3al/Sytl4/Bicc1/Cplx2/Pak3/Abcc8/Ppp3ca/Litaf/Dll3/Dusp10/Rock1/Lmnb1/G6pc2/Ece1/Lmna/Auts2/Scg5/Slc30a8/Mapt/Gnai1/Slc2a2/Aurka/Actn4/Rap1gap2/Syt7/Dcdc2a/Chd7/Ezh2/Cxxc4/Wwc1/Incenp/Cdh1/Frzb/Sulf2/Ghr/Slc39a10/Hells/Hmga2/Rasl11b/Lamb1/Camk2b/Stard10/Errfi1/Ncam1/Fstl1/Baiap3/Nrp1/Dab1/Atp2a2/Vdr/Akr1cl/Rfwd3/Ica1/Sez6l2/Stxbp1/Celf4/Grin3a/Foxo1/Tspan5/Gnao1/Gas2/Rbms3/Igf2/Cbfa2t2/Kit/Myt1/Rfx6/Galr1/Pclo/Fgfr2/Lamc1/Hipk2/Gipr/Lrp8/Notch2/Gria2/Pde10a/Kcnc3/Cnksr3/Gck/Acvr1c/Stox1/Tcf7l2/Bcl2/Igf1r/Grin2c/Pbld2/Snap25/Synpr/Kctd8/Sez6l/Shank2/Eya2/Pex5l/Mctp2/Cdh2/Il1r1/Stxbp5l/Cacna1a/Pde1c/Tmem108/Scgn/Ffar4/Nucks1/Fhl2/Gpc3/Prox1"
