,gene_name,total_highly_variable,total_velocity_genes,total_lik,317s1_highly_variable,317s1_velocity_genes,317s1_lik,317s2_highly_variable,317s2_velocity_genes,317s2_lik,320s1_highly_variable,320s1_velocity_genes,320s1_lik,320s2_highly_variable,320s2_velocity_genes,320s2_lik,323s1_highly_variable,323s1_velocity_genes,323s1_lik,323s2_highly_variable,323s2_velocity_genes,323s2_lik,326s1_highly_variable,326s1_velocity_genes,326s1_lik,326s2_highly_variable,326s2_velocity_genes,326s2_lik,329s1_highly_variable,329s1_velocity_genes,329s1_lik,329s2_highly_variable,329s2_velocity_genes,329s2_lik,overdisp_S,overdisp_U,nonzero_S,nonzero_U
17,1810022K09Rik,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,1.41106958170379,21.9457593983599,0.18614718614718614,0.21915584415584416
18,1810041L15Rik,True,True,0.25354765581242994,True,True,0.23809114215624075,True,True,0.20285491101927863,True,True,0.19808053731374536,True,True,0.24566235019379487,True,True,0.23210560720545434,True,True,0.18649746298128203,True,True,0.21798845937969177,True,True,0.1929981583046556,True,True,0.20357865093990196,True,True,0.2282423096470616,0.448061236715763,0.188294095744909,0.1471861471861472,0.031114718614718616
19,2010107G23Rik,True,False,0.08552589089577387,True,True,0.20816028228007805,True,False,,True,True,0.18963973142347057,True,True,0.18567186919036,True,True,0.20017856950969548,True,True,0.11178180059809238,True,True,0.12681175719586563,True,False,,True,True,0.216792765152916,True,False,,1.55654137779288,0.864231944262215,0.49431818181818177,0.022186147186147188
20,2210013O21Rik,True,True,0.3333282322267562,True,False,,True,True,0.24751496588350633,True,True,0.2545323791541064,True,False,,True,False,,True,True,0.28467758735608456,True,True,0.19645882432336087,True,True,0.2943226272524701,True,True,0.25598506371719343,True,False,,2.30947371578693,1.58871805634844,0.6731601731601731,0.0946969696969697
21,2210019I11Rik,True,False,,True,False,,True,False,,,,,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,0.0951694613940216,0.346859472401331,0.03760822510822511,0.12716450216450215
22,2310009B15Rik,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,2.1598550788003,20639.9416078356,0.3241341991341991,0.04897186147186147
23,2310022B05Rik,True,False,0.22672608727271598,,,,,,,True,True,0.21358565301700988,,,,,,,,,,,,,True,True,0.14798128618064813,,,,,,,2.80801868217822,inf,0.4599567099567099,0.008658008658008658
24,2310030G06Rik,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,25.0105308408546,0.684468027247729,0.306547619047619,0.04897186147186147
25,2310033P09Rik,,,,True,False,,True,False,,True,False,,True,False,,True,False,,,,,True,False,,True,False,,True,False,,True,False,,2.55922425426141,7.86659801270247,0.31926406926406925,0.09740259740259741
26,2310035C23Rik,,,,True,False,,True,False,,True,False,,,,,,,,,,,True,False,,True,False,,,,,True,False,,2.19311839006979,1.98481273229919,0.0911796536796537,0.1810064935064935
27,2310061I04Rik,,,,True,False,,True,False,,,,,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,3.79278577561389,0.392490677729505,0.2508116883116883,0.021103896103896104
28,2410089E03Rik,,,,,,,,,,,,,,,,True,False,,,,,,,,True,False,,,,,,,,inf,1.30816748538455,0.0817099567099567,0.17694805194805194
29,2510009E07Rik,True,True,0.2685051170150445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18508770565448,0.656570551128511,0.05735930735930736,0.06222943722943723
30,2510039O18Rik,,,,,,,,,,True,False,,True,True,0.1818072815406403,,,,True,False,,,,,True,False,,True,False,,,,,13.24129342067,0.898554691179822,0.3079004329004329,0.027326839826839824
31,2610002M06Rik,,,,,,,,,,,,,True,False,,,,,True,True,0.13522545331107053,,,,,,,,,,,,,2.67731277049601,0.220735035895118,0.22402597402597402,0.021645021645021648
32,2610008E11Rik,,,,True,False,,True,False,,,,,,,,,,,,,,,,,,,,True,False,,,,,2.86290973629374,1.14335532663137,0.09983766233766235,0.0946969696969697
33,2610035D17Rik,True,False,0.35975726514616924,True,False,0.39676504070629015,True,False,0.38570691568458443,True,False,0.34189954371292036,True,False,0.3939310543997649,True,False,,True,False,0.38777764385681696,True,False,0.41070858532756876,True,False,0.35706896412555017,True,False,0.3987700124451052,True,False,,1.15064840826614,0.512676321204512,0.23457792207792208,0.5051406926406926
34,2610037D02Rik,True,False,,True,False,,True,False,,True,False,,True,False,,,,,True,False,,True,False,,True,False,,,,,True,False,,2.76043089565212,0.95822918138116,0.13961038961038963,0.10930735930735931
35,2610301B20Rik,,,,,,,,,,True,False,,,,,,,,True,False,,,,,,,,,,,True,False,,9.02448186030171,2.26400500440364,0.1471861471861472,0.06466450216450216
36,2610507B11Rik,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,3.1733619051206,1.19996495886979,0.13636363636363635,0.03760822510822511
37,2700049A03Rik,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,True,False,,1.66766794576211,1.09833210262378,0.18912337662337664,0.1314935064935065
38,2700094K13Rik,,,,True,True,0.19027667828764558,,,,True,False,,,,,True,True,0.18464195289415838,,,,,,,,,,True,True,0.2207459694540162,,,,0.576710788399976,0.375724291124944,0.1810064935064935,0.029491341991341995
39,2810403A07Rik,,,,,,,True,False,,True,False,,,,,,,,True,False,,,,,True,False,,,,,True,False,,5.04590758213262,4.52726301443817,0.1571969696969697,0.2058982683982684
40,2810417H13Rik,True,False,,True,False,0.23542374364005442,True,False,,True,False,0.08320448833910586,True,False,,True,False,0.24572569343912323,True,False,,True,False,,True,False,0.23728348819728365,True,False,0.20329394306655807,True,False,0.20901303026286794,0.0703783032093621,0.0720863800958829,0.19426406926406925,0.010281385281385282
41,2810474O19Rik,,,,,,,,,,,,,,,,True,True,0.17985965679894897,,,,,,,,,,,,,,,,1.58976369933405,inf,0.21428571428571427,0.01731601731601732
42,2900026A02Rik,,,,True,False,,,,,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,2.03187962404829,1.08778235193302,0.2196969696969697,0.17343073593073594
43,2900076A07Rik,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,True,False,,,,,2.74855701665339,3.29811225362949,0.10470779220779221,0.12878787878787878
44,3010003L21Rik,,,,,,,,,,True,False,,True,False,,,,,,,,,,,True,False,,,,,,,,0.918900261590059,4.53355713521315,0.057900432900432904,0.11580086580086581
45,4833420G17Rik,,,,True,False,,True,False,,,,,True,False,,True,False,,True,False,,True,False,,,,,,,,True,False,,7.1299564007451,1.67233800917976,0.21374458874458874,0.11742424242424243
46,4833439L19Rik,True,True,0.23124525455348094,True,False,,True,True,0.2114823734184503,True,True,0.18908436107767712,True,False,,True,True,0.18263766387051236,True,False,,True,False,,True,True,0.1616779162583837,True,True,0.17224450948079253,True,False,,4.01907573617441,0.804278184024319,0.4829545454545454,0.05952380952380952
47,4930402H24Rik,,,,,,,True,False,,True,False,,True,False,,True,False,,,,,True,False,,,,,,,,True,False,,2.88750712186143,2.7044490743777,0.1536796536796537,0.46753246753246747
48,4931406C07Rik,,,,True,True,0.218757813516171,True,True,0.223782183150249,True,True,0.15896782695006387,True,True,0.14340816832531245,,,,True,True,0.19746940003369176,,,,True,True,0.16818798665183987,True,True,0.1994691233614936,True,True,0.21589828322723523,0.881043665784012,0.570704268360209,0.22943722943722944,0.03354978354978355
49,4932438A13Rik,,,,,,,True,False,,True,False,,,,,,,,True,False,,True,False,,,,,True,False,,True,False,,2.89605089248054,2.46927377506031,0.11255411255411255,0.11417748917748918
50,4933434E20Rik,,,,,,,True,False,,,,,True,False,,True,False,,,,,,,,True,False,,True,False,,,,,7.56349638051261,8.5628111038355,0.4588744588744589,0.15313852813852816
51,5330417C22Rik,True,True,0.25177996966444743,,,,True,False,0.16477877673341784,True,False,0.18245450766106752,True,True,0.20665152082627616,True,False,0.23071601978144973,True,False,0.191307980572579,True,False,0.2144928204130847,,,,True,False,0.20989361398999007,True,False,0.20124288390205447,1.30036878226901,0.659211933015069,0.14745670995670995,0.24864718614718614
52,6430573F11Rik,True,True,0.18330774580382592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.669178529420488,0.13984495382547,0.05113636363636364,0.03273809523809524
53,9030622O22Rik,True,False,0.19696708403405305,True,False,,True,False,,True,False,,True,False,,True,False,,,,,,,,True,False,,True,False,,True,False,,0.982637546614548,0.728563319691587,0.04220779220779221,0.5449134199134198
54,9130011E15Rik,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.482576194727207,2.66768991188263,0.01325757575757576,0.2508116883116883
55,9930021J03Rik,,,,,,,True,False,,True,False,,,,,,,,True,False,,True,False,,,,,True,False,,True,False,,5.78174670426746,2.2461260972568,0.1912878787878788,0.2951839826839827
56,A1cf,True,True,0.3059935450450898,True,True,0.22596788767578682,True,True,0.2872961148530646,True,True,0.25432269886135345,True,True,0.24661652806117276,True,True,0.271337538896229,True,True,0.2564477411860044,True,True,0.23770266687983396,True,True,0.21869004550227483,True,True,0.2529529107648753,True,True,0.22710904944940177,0.2850718397833,0.270222789017677,0.10957792207792208,0.11174242424242425
57,AI314180,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,3.36605024999837,1.64448354083751,0.1431277056277056,0.16396103896103897
58,AI846148,,,,True,False,,,,,True,False,,True,False,,,,,True,False,,True,False,,,,,True,False,,,,,5.22745247216744,2.47211785374714,0.14583333333333334,0.13528138528138528
59,AU019823,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53124148094573,0.217608290592511,0.16531385281385283,0.0137987012987013
60,AW554918,,,,,,,True,False,,True,False,,,,,,,,,,,,,,True,False,,True,False,,,,,0.898554691194306,1.71421021988403,0.027326839826839828,0.29085497835497837
61,Aacs,True,True,0.26735183614146435,True,True,0.20960340469649563,True,True,0.16989985664533816,True,True,0.2420285653585337,True,True,0.22876131580777076,True,True,0.20068254151186296,True,True,0.22784099567143035,True,True,0.2281971895190586,True,True,0.21355401914512814,True,True,0.2217619316509917,True,True,0.20146546729776077,1.3200875382661,0.675428529455471,0.21834415584415584,0.10091991341991342
62,Aak1,,,,,,,,,,True,False,,,,,True,False,,,,,True,False,,,,,,,,True,False,,2.67927225261901,1.47522421879748,0.12256493506493507,0.21428571428571427
63,Aars,,,,,,,True,False,,,,,True,False,,True,False,,,,,,,,True,False,,True,False,,,,,2.18957656190271,0.840619811443387,0.4788961038961039,0.037608225108225105
64,Aatf,,,,True,False,,,,,True,False,,,,,True,False,,,,,True,False,,,,,,,,True,False,,2.06947130064822,1.50802175201902,0.15043290043290045,0.10200216450216451
65,Abat,True,True,0.23010313692922435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628446634314268,0.267882620208944,0.06006493506493507,0.05817099567099567
66,Abca1,True,True,0.23412379914700654,True,False,,True,True,0.1972976462768853,True,False,,True,True,0.1917222705101131,True,False,,True,False,,True,False,,True,False,,,,,True,False,,1.13008999769165,0.655858307192024,0.13663419913419914,0.07575757575757576
67,Abca7,True,True,0.2539577212084353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452154784528697,0.609917376333523,0.05005411255411256,0.09604978354978355
68,Abcb10,,,,,,,True,False,,True,False,,,,,,,,,,,,,,,,,,,,True,False,,1.23190623645688,0.381491566041476,0.10633116883116883,0.04707792207792208
69,Abcb9,True,True,0.26621504625706405,True,True,0.227089998651089,True,True,0.2503319068216756,True,True,0.2415189023236353,True,True,0.25770414476131226,True,True,0.25063711148425105,True,True,0.2496378789381588,True,True,0.25092925640164465,True,True,0.24170877578554092,True,True,0.22288961039883443,True,True,0.22408241502921802,1.02458701466963,0.754632438344451,0.13690476190476192,0.10876623376623376
70,Abcc4,,,,,,,True,False,,,,,,,,,,,True,False,,,,,True,False,,,,,,,,0.960944511482365,0.953978254066526,0.06601731601731603,0.14204545454545453
71,Abcc8,True,True,0.48690793313527453,True,True,0.42519571167380676,True,True,0.4281058413080034,True,True,0.4470969610585482,True,True,0.4442582888463832,True,True,0.440454774365287,True,True,0.45540340341521696,True,True,0.4258703605923795,True,True,0.4257498914763477,True,True,0.4370193059927713,True,True,0.43839048993413915,0.421291271411458,0.490728770113504,0.4055735930735931,0.4894480519480519
72,Abce1,,,,,,,True,False,,True,False,,,,,True,False,,True,False,,True,False,,,,,,,,True,False,,2.32013759688693,0.433220236875892,0.26190476190476186,0.037608225108225105
73,Abcf3,True,True,0.20956824140812122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6526540115633,0.226637593401397,0.2941017316017316,0.010010822510822512
74,Abcg1,True,True,0.24541538426467632,True,False,,True,False,,True,False,,,,,,,,True,True,0.22530418646346295,True,True,0.23972914875838613,True,False,,True,True,0.23708155129893876,True,True,0.22768477958449365,0.971726848495659,1.33668399080204,0.09632034632034633,0.08928571428571429
75,Abhd16a,,,,,,,,,,,,,,,,,,,,,,True,True,0.19203927947182786,True,True,0.21523981831993494,,,,,,,10.9604454518416,1.31419299459811,0.44886363636363635,0.08955627705627707
76,Abhd17b,,,,True,False,,True,False,,True,False,,,,,True,False,,,,,,,,True,False,,True,False,,True,False,,23.842810653912,1.08028326831423,0.2353896103896104,0.2050865800865801
77,Abhd18,True,False,,True,False,,,,,,,,True,False,,True,False,,,,,True,False,,,,,,,,,,,2.76064488531274,1.46265390143082,0.047619047619047616,0.18858225108225107
78,Abhd2,True,False,,True,False,,,,,True,False,,True,False,,,,,True,False,,True,False,,,,,,,,True,False,,0.701553147952946,0.698973356956106,0.07927489177489178,0.10849567099567099
79,Abl2,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,45448.4917040483,2.23652391420281,0.06574675324675325,0.23944805194805197
80,Abr,,,,,,,True,False,,True,False,,,,,,,,,,,True,False,,True,False,,True,False,,,,,3.53934321620627,1.10617445662537,0.14177489177489178,0.2786796536796537
81,Abracl,True,True,0.25063994050239485,True,True,0.21249934843869034,True,True,0.20506873235570186,True,True,0.2078967125053822,True,False,,True,False,,True,True,0.21891027012533842,True,True,0.22308098789599065,True,True,0.23642238020591216,True,True,0.2242024191861566,True,True,0.22364173537466803,1.972142053593,0.525109364433814,0.6212121212121212,0.053841991341991344
82,Acaa2,True,False,0.25730051616382404,True,False,0.2078715026209459,True,False,0.24103054689658482,True,True,0.23482883381538955,True,False,0.26377687695504315,,,,True,True,0.22775180051061733,True,False,0.2544785719596461,True,False,0.2514951748192138,True,True,0.22646499036627962,True,True,0.22429828680619962,0.768003873787684,inf,0.4461580086580087,0.0137987012987013
83,Acadl,,,,True,True,0.21697278367417686,True,True,0.20400224007348208,True,True,0.20478052181849138,True,True,0.1827590228656342,True,True,0.20767463191702565,True,True,0.1856357913948028,True,True,0.2270920558444079,True,True,0.22233400311954102,True,True,0.19570674952578843,True,True,0.19746716087936944,1.41407935008822,2.0544456481317,0.43695887445887444,0.05546536796536797
84,Acadm,True,False,,True,True,0.24538927658449897,,,,True,True,0.28088768117435137,,,,,,,,,,,,,,,,True,False,,,,,1.16987138664662,1.57540222926431,0.3579545454545454,0.018127705627705628
85,Acadsb,True,True,0.22632185498393176,True,True,0.19405521470758608,True,False,,True,False,,True,True,0.1747980374068266,True,True,0.18288121402644628,True,False,,True,True,0.18841342953617146,True,False,,True,True,0.16693919656027564,True,True,0.18730777728767514,1.71896711299752,0.552855948447023,0.16883116883116883,0.10714285714285715
86,Acap2,,,,,,,,,,,,,True,False,,True,False,,,,,,,,,,,,,,,,,2.50599073905539,0.987684035201816,0.0946969696969697,0.15043290043290045
87,Acat1,True,True,0.23372490903716084,True,True,0.18598402458939634,True,True,0.20936975845703473,True,False,,True,True,0.22389772394233598,True,True,0.17874503937656117,True,True,0.22406823377612958,True,True,0.1905768453808869,True,False,,True,True,0.18538259434885243,True,True,0.20427271307463166,2.43548116156863,1.05257300136335,0.5100108225108224,0.07711038961038962
88,Acbd3,,,,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,,,,True,False,,True,False,,,,,4.31830664224475,0.416158878889975,0.2870670995670995,0.03706709956709957
89,Acbd5,True,True,0.24243581545454923,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,,,,True,False,,True,False,,True,False,,7.57339245816825,1.63919042473443,0.18966450216450215,0.13582251082251082
90,Acly,True,True,0.2468134436982813,True,True,0.21737511784336638,True,True,0.23136680102154855,True,True,0.2247739346225407,True,True,0.21804293323537283,True,True,0.20900626432218852,True,True,0.21536518390506135,True,True,0.20489093667661173,True,True,0.20134310837627176,True,True,0.20241591000874887,True,True,0.19043063419552367,2.25851181089748,1.56464688031536,0.6872294372294372,0.11823593073593075
91,Acot1,True,False,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,0.510756321948328,inf,0.5018939393939393,0.002435064935064935
92,Acot13,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,6.31742639044252,0.297705269536804,0.5297619047619048,0.04301948051948052
93,Acot7,True,True,0.08807807942099698,True,True,0.13804257540087,,,,,,,,,,,,,,,,,,,,,,True,True,0.1422767995251423,,,,0.343322368735138,0.225339615844323,0.12716450216450217,0.017045454545454544
94,Acox1,,,,,,,True,False,,True,False,,,,,True,False,,,,,True,False,,,,,True,False,,True,False,,9.44648564977477,1.14160067264186,0.15395021645021645,0.07034632034632035
95,Acp6,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,3.33443597826449,0.842833156042728,0.1902056277056277,0.04816017316017317
96,Acsl1,True,False,7.799456605155655e-05,True,False,0.00012392292844042385,True,False,9.61796925355998e-05,True,False,1.1313762203438513e-05,True,False,0.0003005464705981538,True,False,9.942812918189967e-07,True,False,0.00023944516069173782,True,False,0.00013803363881187536,True,True,0.010721326862706498,True,False,0.00010333883633944101,True,False,0.00016230442165271036,0.0435003946630891,0.0444037089339553,0.04274891774891776,0.053571428571428575
97,Acsl5,,,,True,True,0.1968742135521526,True,True,0.21384348023793281,True,True,0.1987123239936185,True,False,,True,True,0.19566726341059545,True,True,0.16975154296162934,True,True,0.22103657765417017,True,True,0.17828004011686613,True,True,0.17340602693333368,True,True,0.17342599969280126,0.708802667243576,0.475203597801516,0.24025974025974026,0.04410173160173161
98,Actb,True,True,0.26161312621348387,True,True,0.22023889204157343,True,True,0.2330001982814329,True,True,0.21765965703750084,True,True,0.23565683560329811,True,True,0.22123839736940715,True,True,0.20927266176569703,True,True,0.23122021521858913,True,True,0.21210853445656647,True,True,0.21974471799472692,,,,3.22704583008594,0.996033888740662,0.9997294372294372,0.8051948051948051
99,Actg1,,,,True,False,,True,False,,,,,True,False,,True,False,,True,False,,,,,True,False,,True,False,,True,False,,3.84938695803192,1.72572730631359,0.9983766233766233,0.045995670995671
100,Actn1,,,,True,True,0.21241000981624808,True,True,0.22735777251282138,True,True,0.22347404351076708,True,True,0.20785272794636345,True,True,0.19563475242358905,True,True,0.22986852646402167,True,True,0.21528269189721233,True,True,0.19495363903835555,True,True,0.2317570228761053,True,True,0.1972298382956505,1.30728008241728,0.631890769276049,0.40124458874458874,0.13474025974025977
101,Actn4,True,True,0.3747942234696956,True,True,0.3056843413618019,True,True,0.3289123058431936,True,True,0.29112014136996134,True,True,0.27726664321616995,True,True,0.2814862498346441,True,True,0.3221241428699709,True,True,0.3246038284942326,True,True,0.32393803680314354,True,True,0.3047210821119478,True,True,0.3208221249013065,1.15531331988119,0.390885072535084,0.5083874458874459,0.2408008658008658
102,Actr1a,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,6.15787530564774,2.45561123846577,0.3281926406926407,0.13582251082251082
103,Actr2,,,,True,False,,True,False,,True,False,,,,,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,4.58947091766522,1.27773022715672,0.2813852813852814,0.06872294372294371
104,Acvr1c,True,True,0.3227423493332119,True,True,0.2723560580482014,True,True,0.246801731577,True,True,0.23158431033973528,True,True,0.2725868713900292,True,True,0.23972679820509837,True,True,0.24414886310812714,True,True,0.2755408517919205,True,True,0.23581859272361097,True,True,0.2709922201374935,True,True,0.2364188041547099,0.13960893556227,0.130589848933837,0.0670995670995671,0.06953463203463203
105,Acvr2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,1.90503059099229,1.20391458464486,0.07332251082251082,0.0982142857142857
106,Acvr2b,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01498806942994,0.721866306438692,0.2188852813852814,0.021103896103896104
107,Acyp2,True,True,0.2593088661938106,True,False,,True,True,0.14564524904308448,True,True,0.2151717693333764,True,False,,,,,True,False,,True,False,,True,False,,True,False,,,,,0.786190347484981,0.273047432202506,0.10416666666666666,0.07196969696969696
108,Adam10,,,,True,False,,True,True,0.19064778707450208,True,True,0.20537019800636067,True,False,,True,True,0.22212208716303777,True,False,,True,False,,True,True,0.22266394690775776,True,False,,True,True,0.21646710985265769,2.44586084233089,1.32271456215242,0.28977272727272724,0.2765151515151515
109,Adam23,True,False,0.20613358203827434,,,,True,False,0.17295577099616571,True,True,0.1669758170279476,,,,,,,,,,,,,,,,,,,,,,0.253145538190364,0.276327331604458,0.03382034632034632,0.09036796536796537
110,Adamts1,True,True,0.37458568747097337,True,True,0.29489375195395073,True,True,0.22842016478195626,True,True,0.19127176693400508,True,True,0.26418864876392745,True,True,0.25232461489022723,True,True,0.2492194389178542,True,True,0.2775408689635539,True,True,0.21364483443500215,True,True,0.24535056840042274,True,True,0.2623314305493317,0.250820995987347,0.122241028414772,0.3133116883116883,0.05735930735930736
111,Adamts16,True,False,0.29812049965823706,True,False,0.25535003534974227,True,False,0.2924361828097598,True,False,0.2869355659237396,True,False,0.2721661295205313,,,,True,False,0.2620374810678116,True,False,0.2502214701502345,True,False,0.26851592501171245,True,False,0.26290250692786915,True,True,0.25702987133151645,0.362155251362094,0.20613496769758,0.12797619047619047,0.18641774891774893
112,Adamts18,True,False,0.21704461535262293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0997287153865954,0.0243335955048564,0.007034632034632034,0.020021645021645024
113,Adck4,True,False,,True,False,,True,False,,True,False,,,,,True,False,,True,False,,,,,True,False,,,,,,,,2.45757385050807,0.673247560273411,0.13446969696969696,0.07251082251082253
114,Adck5,,,,,,,True,False,,True,False,,True,False,,,,,True,False,,True,False,,,,,,,,True,False,,1.44099559732501,0.578602683513822,0.20995670995670995,0.03436147186147186
115,Add3,,,,,,,,,,,,,True,True,0.21163634872396078,,,,,,,,,,,,,,,,,,,1.17175645908573,0.931706936064422,0.15692640692640691,0.07467532467532469
116,Adgb,True,True,0.2551533273213724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108047742341113,0.264442926566854,0.014339826839826842,0.06439393939393939
117,Adgra3,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,1.97025667224983,0.738061899645124,0.08901515151515152,0.04707792207792208
118,Adgrb3,True,False,0.2997415143628071,True,False,,True,False,0.22503698320269971,True,False,0.3182512036471741,True,False,0.2533347212566537,True,False,0.33017145416193594,True,False,0.2613992572526285,True,False,0.23063090779269696,True,False,0.2818268994648141,True,False,,True,False,0.27266266023950203,1.17524502015349,0.18143948708932,0.017045454545454548,0.2951839826839827
119,Adgrf5,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0988412633569406,0.236636103124325,0.016774891774891776,0.039231601731601735
