"","x"
"254",0.0203440487364625
"255",Inf
"256",0.207667420597053
"257",Inf
"258",0.0228022919859593
"259",0.0997276128722187
"260",1.85410605022992
"261",Inf
"262",2.96074130271024
"263",Inf
"264",Inf
"265",0.0132365565302532
"266",0.457021266332009
"267",Inf
"268",Inf
"269",0.263033574664935
"270",Inf
"271",0.694090364753842
"272",Inf
"273",Inf
"274",1.74847480441213
"275",Inf
"276",Inf
"277",0.142475463051851
"278",Inf
"279",1.07930996053477
"280",Inf
"281",Inf
"282",Inf
"283",0.704713054254512
"284",Inf
"285",Inf
"286",0.0237584302445505
"287",Inf
"288",Inf
"289",Inf
"290",6.09553150748679
"291",Inf
"292",Inf
"293",Inf
"294",Inf
"295",0.647905262406416
"296",2.25276201887457
"297",0.058789923988113
"298",Inf
"299",1.53295208053101
"300",0.0898567564379501
"301",0.26256715758043
"302",Inf
"303",0.0563863932321608
"304",Inf
"305",Inf
"306",Inf
"307",0.215803210196315
"308",Inf
"309",0.0125998257266571
"310",0.19515327820901
"311",21.6783967866939
"312",Inf
"313",Inf
"314",Inf
"315",Inf
"316",Inf
"317",Inf
"318",Inf
"319",Inf
"320",Inf
"321",Inf
"322",Inf
"323",Inf
"324",Inf
"325",Inf
"326",0.376994532026913
"327",Inf
"328",30.5241332496562
"329",Inf
"330",0.64569089632834
"331",Inf
"332",Inf
"333",Inf
"334",Inf
"335",Inf
"336",0.00699324772464414
"337",0.265617572772397
"338",Inf
"339",2.09745998703209
"340",Inf
"341",0.509340322206791
"342",Inf
"343",0.0193106435073218
"344",Inf
"345",0.197861996668832
"346",Inf
"347",Inf
"348",Inf
"349",Inf
"350",Inf
"351",Inf
"352",Inf
"353",Inf
"354",Inf
"355",Inf
"356",Inf
"357",Inf
"358",0.22820987690363
"359",1.17040386693184
"360",Inf
"361",Inf
"362",0.596448522335989
"363",Inf
"364",0.80436477189238
"365",2.99933633516348
"366",Inf
"367",Inf
"368",Inf
"369",Inf
"370",Inf
"371",Inf
"372",Inf
"373",Inf
"374",Inf
"375",Inf
"376",Inf
"377",Inf
"378",0.211876392523018
"379",0.168891067770628
"380",Inf
"381",Inf
"382",2.51069399927216
"383",0.294071503625103
"384",1.10266764378442
"385",0.60996140398823
"386",8.72175845214833
"387",0.790269779519895
"388",Inf
"389",Inf
"390",Inf
"391",Inf
"392",Inf
"393",Inf
"394",Inf
"395",Inf
"396",Inf
"397",Inf
"398",0.961191926234524
"399",0.965273008567482
"400",Inf
"401",Inf
"402",0.11799806287228
"403",2.11203222304976
"404",Inf
"405",Inf
"406",Inf
"407",0.185201227210658
"408",Inf
"409",5.16307328719828
"410",Inf
"411",Inf
"412",Inf
"413",Inf
"414",Inf
"415",Inf
"416",Inf
"417",Inf
"418",Inf
"419",0.993360250735271
"420",Inf
"421",0.0539184621765575
"422",Inf
"423",0.0563863932321147
"424",Inf
"425",Inf
"426",Inf
"427",1.14089987519597
"428",2.3286560530088
"429",Inf
"430",Inf
"431",Inf
"432",Inf
"433",Inf
"434",Inf
"435",Inf
"436",1.17197938274917
"437",Inf
"438",Inf
"439",Inf
"440",5.16307328687518
"441",0.094353661333945
"442",Inf
"443",Inf
"444",1.65452524503242
"445",Inf
"446",0.687853285525009
"447",Inf
"448",0.302362459193723
"449",0.0706989342025744
"450",Inf
"451",0.417660784637173
"452",Inf
"453",0.287510649485368
"454",1.28616649095435
"455",Inf
"456",Inf
"457",Inf
"458",Inf
"459",Inf
"460",Inf
"461",Inf
"462",Inf
"463",Inf
"464",1.63502001331128
"465",Inf
"466",Inf
"467",Inf
"468",Inf
"469",Inf
"470",0.523248454267783
"471",2.66671679561976
"472",0.0720863800958058
"473",0.116652561169184
"474",0.915813651289062
"475",4631793.98041048
"476",0.0409903810977876
"477",Inf
"478",Inf
"479",Inf
"480",0.0977169840111815
"481",Inf
"482",0.450178494107609
"483",2.08521410657972
"484",Inf
"485",0.697374703375029
"486",0.725639289619815
"487",17.9859387558224
"488",1.01967029877113
"489",Inf
"490",Inf
"491",Inf
"492",0.215914291447161
"493",Inf
"494",Inf
"495",Inf
"496",0.754725837484256
"497",Inf
"498",0.634656038336482
"499",Inf
"500",Inf
"501",1.59914780483131
"502",0.00252078201599435
"503",Inf
"504",Inf
"505",0.74651667804458
"506",8445.66769524502
"507",Inf
"508",1.48154152586606
"509",0.743948503842094
"510",0.126961301743999
"511",Inf
"512",Inf
"513",Inf
"514",0.00632263800794499
"515",0.945291684869765
"516",Inf
"517",Inf
"518",0.918175957671188
"519",Inf
"520",Inf
"521",Inf
"522",0.329901111965334
"523",Inf
"524",Inf
"525",Inf
"526",Inf
"527",1.7162321008763
"528",Inf
"529",Inf
"530",20639.9416078356
"531",Inf
"532",0.035588983144585
"533",Inf
"534",Inf
"535",Inf
"536",Inf
"537",Inf
"538",3.20317647558053
"539",0.356151279017751
"540",0.0266050960951407
"541",Inf
"542",Inf
"543",Inf
"544",Inf
"545",0.0010511123067601
"546",Inf
"547",Inf
"548",Inf
"549",0.0302675806075432
"550",Inf
"551",Inf
"552",1.00785919062435
"553",Inf
"554",Inf
"555",0.836406631684859
"556",0.720258526088064
"557",3.80429774951021
"558",Inf
"559",Inf
"560",0.439470170163208
"561",Inf
"562",0.596477393218515
"563",5.31368062449353
"564",Inf
"565",0.323513312356266
"566",0.571941904094849
"567",0.77461534856884
"568",0.105251845535607
"569",Inf
"570",Inf
"571",Inf
"572",Inf
"573",Inf
"574",Inf
"575",Inf
"576",Inf
"577",Inf
"578",0.0133901084657289
"579",Inf
"580",Inf
"581",Inf
"582",Inf
"583",0.010643451871956
"584",2.44384871299213
"585",Inf
"586",Inf
"587",1.2058051330237
"588",1.68120596824363
"589",2.53849555675861
"590",0.158291115507499
"591",0.0283355696070904
"592",0.178816693469071
"593",0.525197671817721
"594",11648.8382315377
"595",0.980398415041929
"596",1.85691097661027
"597",Inf
"598",Inf
"599",0.876630111475414
"600",Inf
"601",Inf
"602",Inf
"603",0.0661241669658436
"604",Inf
"605",Inf
"606",Inf
"607",Inf
"608",Inf
"609",0.0399520598079099
"610",1.43041479636473
"611",0.0412605741586308
"612",0.803323502719788
"613",1.40604092303648
"614",Inf
"615",Inf
"616",Inf
"617",0.881497592810695
"618",Inf
"619",0.0696900862132635
"620",Inf
"621",Inf
"622",2.41067793704143
"623",Inf
"624",0.0691951559329887
"625",0.178663326941956
"626",Inf
"627",Inf
"628",Inf
"629",0.00042322389313577
"630",Inf
"631",0.0228510243653776
"632",Inf
"633",0.417019774296607
"634",Inf
"635",Inf
"636",0.352412242237741
"637",0.727430839892169
"638",7.02927796888453e-05
"639",Inf
"640",0.0563863932323206
"641",Inf
"642",Inf
"643",0.0193106435073404
"644",1.57432900974972
"645",0.667488329273768
"646",1.86481730915661
"647",Inf
"648",0.921556319964042
"649",Inf
"650",Inf
"651",Inf
"652",0.970950931095922
"653",Inf
"654",Inf
"655",Inf
"656",Inf
"657",Inf
"658",1.14757638089479
"659",Inf
"660",Inf
"661",Inf
"662",Inf
"663",Inf
"664",0.581741477154942
"665",Inf
"666",Inf
"667",2.26816875583626
"668",Inf
"669",Inf
"670",Inf
"671",0.117711329714492
"672",Inf
"673",0.561419042865613
"674",Inf
"675",0.377703247211854
"676",Inf
"677",7.57147895316569
"678",1.70631870094314
"679",16625.1634880289
"680",Inf
"681",10.0518433069778
"682",Inf
"683",Inf
"684",9.22559259419413
"685",0.00632263872273334
"686",Inf
"687",Inf
"688",0.0977169840112663
"689",Inf
"690",9.03302618072049
"691",1.55086369923518
"692",Inf
"693",Inf
"694",Inf
"695",Inf
"696",Inf
"697",Inf
"698",Inf
"699",Inf
"700",Inf
"701",Inf
"702",Inf
"703",1.76787216286169
"704",Inf
"705",1.44743629327602
"706",Inf
"707",Inf
"708",Inf
"709",Inf
"710",Inf
"711",Inf
"712",Inf
"713",Inf
"714",Inf
"715",Inf
"716",Inf
"717",Inf
"718",Inf
"719",Inf
"720",Inf
"721",Inf
"722",Inf
"723",Inf
"724",Inf
"725",Inf
"726",Inf
"727",Inf
"728",Inf
"729",Inf
"730",Inf
"731",Inf
"732",Inf
"733",0.20481434282805
"734",Inf
"735",0.0399520598079277
"736",Inf
"737",0.0323818994063286
"738",Inf
"739",Inf
"740",0.956994450919168
"741",Inf
"742",1.12521649987921
"743",Inf
"744",Inf
"745",Inf
"746",0.350608912358078
"747",0.0283355696823051
"748",Inf
"749",2.33769475149255
"750",Inf
"751",Inf
"752",1.21150827832535
"753",0.591350193505656
"754",0.445211017881393
"755",5.47100453678205
"756",Inf
"757",Inf
"758",0.266206014756269
"759",Inf
"760",Inf
"761",Inf
"762",0.579714901087947
"763",0.0730185999532818
"764",1.36668001473708
"765",0.0106434515657185
"766",0.030267580607531
"767",0.893521304699751
"768",3.81348018014472
"769",Inf
"770",Inf
"771",Inf
"772",2.35452840035991
"773",Inf
"774",Inf
"775",1.25977293227345
"776",1.0499304531844
"777",Inf
"778",1.01770516340568
"779",0.531525227315578
"780",0.81558156828657
"781",Inf
"782",Inf
"783",Inf
"784",Inf
"785",Inf
"786",Inf
"787",0.0527623241360826
"788",Inf
"789",0.401686200883328
"790",Inf
"791",Inf
"792",0.943569770680554
"793",Inf
"794",Inf
"795",Inf
"796",1.80850801678959
"797",Inf
"798",0.0358219647134324
"799",0.0804306484015252
"800",Inf
"801",0.374398039456136
"802",0.0449166453354776
"803",Inf
"804",Inf
"805",23736.9178686609
"806",32.1635684725261
"807",0.0667644250608898
"808",Inf
"809",0.863978487124421
"810",0.989446563151572
"811",Inf
"812",53961.6366537012
"813",0.0997287153865428
"814",0.224385601514619
"815",0.153373480185358
"816",Inf
"817",Inf
"818",0.205428931808923
"819",1.45961827372385
"820",6.63297213281166
"821",Inf
"822",Inf
"823",0.294071503625512
"824",Inf
"825",0.313295804002326
"826",Inf
"827",2.08258460828111
"828",1.18114376577754
"829",0.503811191625291
"830",Inf
"831",1.03056562831677
"832",Inf
"833",0.0505491176760703
"834",Inf
"835",Inf
"836",Inf
"837",Inf
"838",Inf
"839",Inf
"840",Inf
"841",Inf
"842",Inf
"843",Inf
"844",0.208870462474993
"845",0.624112282434506
"846",Inf
"847",Inf
"848",0.211877437833129
"849",23608.1234292259
"850",1.33552611520399
"851",Inf
"852",0.850196306364162
"853",Inf
"854",1.70413071902552
"855",Inf
"856",0.533444368471028
"857",1.40133891209883
"858",Inf
"859",Inf
"860",Inf
"861",Inf
"862",0.0572786489631846
"863",0.386190526658596
"864",0.0450744957482772
"865",Inf
"866",2.36402909980952
"867",0.0362023012334168
"868",0.0306806128398367
"869",Inf
"870",0.0576015646554063
"871",0.0063226380079452
"872",0.019310643611827
"873",Inf
"874",Inf
"875",0.452097394707448
"876",0.857861391415992
"877",0.314649155861042
"878",Inf
"879",Inf
"880",Inf
"881",Inf
"882",0.171918475060437
"883",Inf
"884",Inf
"885",Inf
"886",Inf
"887",Inf
"888",Inf
"889",Inf
"890",Inf
"891",Inf
"892",Inf
"893",0.71972010521008
"894",Inf
"895",Inf
"896",Inf
"897",0.0988500914978733
"898",0.117711329719884
"899",Inf
"900",Inf
"901",0.0942307481188789
"902",Inf
"903",Inf
"904",Inf
"905",Inf
"906",Inf
"907",Inf
"908",Inf
"909",Inf
"910",0.0605853008941635
"911",1.366680014737
"912",Inf
"913",Inf
"914",Inf
"915",Inf
"916",Inf
"917",0.115078537925962
"918",Inf
"919",0.401686200884997
"920",1.23609816871394
"921",Inf
"922",0.219598408787659
"923",Inf
"924",Inf
"925",Inf
"926",0.0687984247141578
"927",1.53343031709251
"928",Inf
"929",Inf
"930",Inf
"931",1.06966776131593
"932",Inf
"933",Inf
"934",Inf
"935",Inf
"936",Inf
"937",0.904860808794023
"938",0.252830228350426
"939",Inf
"940",Inf
"941",0.0412605741586454
"942",Inf
"943",1.79195863143166
"944",22541.6541280712
"945",Inf
"946",Inf
"947",Inf
"948",Inf
"949",Inf
"950",2.18201489106639
"951",Inf
"952",Inf
"953",Inf
"954",Inf
"955",Inf
"956",Inf
"957",5531.19489802205
"958",0.0628803191384878
"959",Inf
"960",110716.074363972
"961",Inf
"962",1.24531832738674
"963",7.02927796889469e-05
"964",0.17146470939559
"965",Inf
"966",Inf
"967",Inf
"968",Inf
"969",Inf
"970",7.02926777792936e-05
"971",Inf
"972",Inf
"973",Inf
"974",Inf
"975",Inf
"976",Inf
"977",Inf
"978",0.669682527617296
"979",0.171918475060385
"980",Inf
"981",Inf
"982",Inf
"983",1.93771217925179
"984",Inf
"985",Inf
"986",3.60748590713353
"987",0.742329825969282
"988",Inf
"989",0.190449549413144
"990",0.000268752298364176
"991",Inf
"992",0.233276488953018
"993",0.0382488807100638
"994",Inf
"995",Inf
"996",Inf
"997",Inf
"998",0.0487493310401614
"999",Inf
"1000",Inf
"1001",Inf
"1002",0.0584111839130686
"1003",0.181875865342587
"1004",0.0381407248593723
"1005",0.163138729948717
"1006",1.29001039621638
"1007",Inf
"1008",Inf
"1009",Inf
"1010",Inf
"1011",0.123459097772036
"1012",Inf
"1013",0.323139986998606
"1014",0.512297952304411
"1015",Inf
"1016",2.89585989410619
"1017",Inf
"1018",Inf
"1019",1.20603129178969
"1020",Inf
"1021",Inf
"1022",Inf
"1023",Inf
"1024",Inf
"1025",0.0951618910655745
"1026",0.255965329722626
"1027",Inf
"1028",Inf
"1029",Inf
"1030",Inf
"1031",Inf
"1032",0.706340060325822
"1033",0.136313143435961
"1034",0.271708072351202
"1035",0.163138729948607
"1036",1.46797610697082
"1037",0.16038501532152
"1038",0.294071503622932
"1039",Inf
"1040",Inf
"1041",Inf
"1042",Inf
"1043",Inf
"1044",Inf
"1045",Inf
"1046",1.23227880596947
"1047",1.67953224095569
"1048",1.0951347438831
"1049",Inf
"1050",2.08247833506712
"1051",0.465734112321162
"1052",1.65186604234172
"1053",Inf
"1054",Inf
"1055",3.8248086495655
"1056",Inf
"1057",Inf
"1058",Inf
"1059",Inf
"1060",Inf
"1061",0.924454039612569
"1062",0.0862597054143052
"1063",0.953092321183247
"1064",Inf
"1065",Inf
"1066",0.354999511526981
"1067",0.276327331604458
"1068",0.0487493310401464
"1069",Inf
"1070",Inf
"1071",Inf
"1072",0.871650313589483
"1073",0.0659233478666788
"1074",Inf
"1075",0.864231944267945
"1076",1.40351299841938
"1077",Inf
"1078",Inf
"1079",1.72364968905242
"1080",0.697339066682576
"1081",0.788118257197103
"1082",Inf
"1083",Inf
"1084",Inf
"1085",Inf
"1086",Inf
"1087",1.19996495887289
"1088",0.0300892657482452
"1089",Inf
"1090",Inf
"1091",Inf
"1092",Inf
"1093",2.01412350436974
"1094",Inf
"1095",0.782779323450276
"1096",1.09698499228638
"1097",16.9553049199412
"1098",Inf
"1099",Inf
"1100",Inf
"1101",Inf
"1102",Inf
"1103",Inf
"1104",Inf
"1105",2.80682053711664
"1106",Inf
"1107",Inf
"1108",7.5264657624974
"1109",Inf
"1110",Inf
"1111",Inf
"1112",0.0666376946685004
"1113",0.603141466199465
"1114",Inf
"1115",0.616263994933408
"1116",0.290218661187027
"1117",1.49503285256015
"1118",Inf
"1119",Inf
"1120",Inf
"1121",Inf
"1122",Inf
"1123",0.605509329894035
"1124",15.544393410059
"1125",1.84988287115346
"1126",0.71039511689941
"1127",2.98691205333091
"1128",Inf
"1129",Inf
"1130",Inf
"1131",Inf
"1132",Inf
"1133",Inf
"1134",Inf
"1135",Inf
"1136",Inf
"1137",Inf
"1138",Inf
"1139",Inf
"1140",Inf
"1141",0.565667099640653
"1142",Inf
"1143",Inf
"1144",Inf
"1145",Inf
"1146",Inf
"1147",Inf
"1148",Inf
"1149",Inf
"1150",Inf
"1151",Inf
"1152",Inf
"1153",Inf
"1154",Inf
"1155",0.75719579435087
"1156",Inf
"1157",1.22798978255996
"1158",Inf
"1159",1.76338115983401
"1160",Inf
"1161",Inf
"1162",Inf
"1163",0.471250643284052
"1164",Inf
"1165",Inf
"1166",Inf
"1167",Inf
"1168",Inf
"1169",Inf
"1170",Inf
"1171",Inf
"1172",Inf
"1173",1.5069533915023
"1174",Inf
"1175",Inf
"1176",Inf
"1177",0.109524729547444
"1178",3.56838187412568
"1179",71801.7309318139
"1180",1.09104680730826
"1181",Inf
"1182",Inf
"1183",1.81139974590431
"1184",0.226638647205281
"1185",2.29064789111889
"1186",Inf
"1187",Inf
"1188",Inf
"1189",Inf
"1190",Inf
"1191",2.01554454113565
"1192",0.00105111014282316
"1193",1.62037741655061
"1194",Inf
"1195",0.0997276128719551
"1196",0.00128652981687388
"1197",4.784566721993
"1198",Inf
"1199",2.01551595435554
"1200",Inf
"1201",Inf
"1202",Inf
"1203",Inf
"1204",Inf
"1205",Inf
"1206",Inf
"1207",Inf
"1208",Inf
"1209",Inf
"1210",Inf
"1211",Inf
"1212",Inf
"1213",Inf
"1214",Inf
"1215",Inf
"1216",Inf
"1217",0.514730769624621
"1218",2.51212136312471
"1219",Inf
"1220",Inf
"1221",Inf
"1222",1.14885399604075
"1223",Inf
"1224",Inf
"1225",Inf
"1226",0.691905644838753
"1227",Inf
"1228",Inf
"1229",0.669352198405752
"1230",1.89731656514484
"1231",Inf
"1232",Inf
"1233",Inf
"1234",Inf
"1235",0.616265537097119
"1236",Inf
"1237",Inf
"1238",Inf
"1239",Inf
"1240",Inf
"1241",Inf
"1242",Inf
"1243",Inf
"1244",Inf
"1245",Inf
"1246",Inf
"1247",Inf
"1248",Inf
"1249",Inf
"1250",2.36468234880346
"1251",Inf
"1252",Inf
"1253",Inf
"1254",Inf
"1255",0.0815610048807978
"1256",Inf
"1257",0.3165866854906
"1258",Inf
"1259",2.10860987281184
"1260",1.10321375851741
"1261",Inf
"1262",Inf
"1263",0.333592018506624
"1264",2.3399387572882
"1265",0.032781009819938
"1266",Inf
"1267",Inf
"1268",Inf
"1269",Inf
"1270",Inf
"1271",Inf
"1272",0.153371975211294
"1273",0.0450744957482163
"1274",0.682234904379779
"1275",0.0272902390019874
"1276",Inf
"1277",Inf
"1278",Inf
"1279",0.0712196623518029
"1280",Inf
"1281",Inf
"1282",Inf
"1283",Inf
"1284",1.98481273229919
"1285",0.57959104072757
"1286",8.72175845111272
"1287",1.17781260990946
"1288",Inf
"1289",Inf
"1290",Inf
"1291",Inf
"1292",Inf
"1293",Inf
"1294",Inf
"1295",Inf
"1296",Inf
"1297",Inf
"1298",Inf
"1299",Inf
"1300",Inf
"1301",0.0112067893673993
"1302",Inf
"1303",Inf
"1304",Inf
"1305",Inf
"1306",Inf
"1307",Inf
"1308",Inf
"1309",Inf
"1310",0.222105426014232
"1311",Inf
"1312",1.39854468113931
"1313",0.153981229251085
"1314",Inf
"1315",5541.7916117118
"1316",Inf
"1317",Inf
"1318",0.0625976545124946
"1319",Inf
"1320",Inf
"1321",Inf
"1322",Inf
"1323",0.0399520598079742
"1324",Inf
"1325",Inf
"1326",Inf
"1327",Inf
"1328",Inf
"1329",1.35184760358117
"1330",Inf
"1331",Inf
"1332",3.49268349876958
"1333",0.825633842483196
"1334",1.29599264716598
"1335",Inf
"1336",1.23928994950719
"1337",3.24860669342631
"1338",Inf
"1339",2.29814320834766
"1340",1.40298832238736
"1341",Inf
"1342",Inf
"1343",0.0328061475998977
"1344",Inf
"1345",0.0590384304739074
"1346",Inf
"1347",Inf
"1348",Inf
"1349",Inf
"1350",0.774615348575679
"1351",6.98361411905748
"1352",Inf
"1353",Inf
"1354",Inf
"1355",Inf
"1356",0.000423223893136315
"1357",Inf
"1358",0.0313181404148954
"1359",0.0351721544042139
"1360",Inf
"1361",Inf
"1362",0.432343160299625
"1363",Inf
"1364",2.66068045494884
"1365",Inf
"1366",Inf
"1367",Inf
"1368",Inf
"1369",0.0848144146825722
"1370",Inf
"1371",Inf
"1372",1.179373065372
"1373",0.697376370249312
"1374",Inf
"1375",Inf
"1376",0.157311130453837
"1377",0.298430783577468
"1378",Inf
"1379",0.647875740810947
"1380",Inf
"1381",Inf
"1382",Inf
"1383",Inf
"1384",Inf
"1385",Inf
"1386",Inf
"1387",Inf
"1388",Inf
"1389",Inf
"1390",Inf
"1391",0.00313203399806344
"1392",Inf
"1393",Inf
"1394",Inf
"1395",Inf
"1396",2.35099859412628
"1397",Inf
"1398",1.91522852880803
"1399",0.308520715128739
"1400",1.18555182900741
"1401",Inf
"1402",Inf
"1403",0.148527541041295
"1404",Inf
"1405",Inf
"1406",1.02531014078385
"1407",Inf
"1408",Inf
"1409",Inf
"1410",Inf
"1411",0.28114157207574
"1412",Inf
"1413",Inf
"1414",Inf
"1415",Inf
"1416",3.14332692110553
"1417",Inf
"1418",Inf
"1419",Inf
"1420",Inf
"1421",Inf
"1422",Inf
"1423",0.0988500914974937
"1424",0.0439556224202773
"1425",Inf
"1426",Inf
"1427",0.0412605741586846
"1428",0.023810948116858
"1429",Inf
"1430",Inf
"1431",Inf
"1432",2.31466426917017
"1433",Inf
"1434",Inf
"1435",0.24218970883965
"1436",0.0232660946031322
"1437",Inf
"1438",0.0737941017674821
"1439",0.136856212220488
"1440",0.327779161323517
"1441",1.33260378895564
"1442",0.0230708788308513
"1443",Inf
"1444",Inf
"1445",Inf
"1446",5.21439450582674
"1447",Inf
"1448",Inf
"1449",Inf
"1450",0.355034939010133
"1451",0.835390573550077
"1452",0.0439556224203098
"1453",0.922268568776602
"1454",Inf
"1455",0.0718733847942283
"1456",0.35558869591331
"1457",0.39600567236668
"1458",0.010643451565719
"1459",0.0045875624061028
"1460",0.00458756240610307
"1461",Inf
"1462",Inf
"1463",0.0659233478666229
"1464",Inf
"1465",Inf
"1466",0.250573296527314
"1467",Inf
"1468",Inf
"1469",Inf
"1470",2.75784597649301
"1471",Inf
"1472",3.99589364824075
"1473",Inf
"1474",2.76725229924299
"1475",Inf
"1476",Inf
"1477",Inf
"1478",Inf
"1479",2.23652391420281
"1480",Inf
"1481",Inf
"1482",0.186308543056778
"1483",Inf
"1484",0.00227865681771293
"1485",Inf
"1486",2.63353577299587
"1487",0.150761281413487
"1488",0.178536166813364
"1489",0.0351721544042208
"1490",0.555909401916954
"1491",Inf
"1492",Inf
"1493",1.58723495144713
"1494",Inf
"1495",Inf
"1496",Inf
"1497",Inf
"1498",0.545208253148085
"1499",5.11917565615646e-05
"1500",Inf
"1501",Inf
"1502",Inf
"1503",0.0625976545125139
"1504",Inf
"1505",Inf
"1506",1.13765239029794
"1507",Inf
"1508",Inf
"1509",Inf
"1510",Inf
"1511",1.2503863431808
"1512",Inf
"1513",0.0347070293747177
"1514",Inf
"1515",Inf
"1516",Inf
"1517",0.101809735683891
"1518",0.0625976545123324
"1519",0.75472855506389
"1520",1.30127932870737
"1521",Inf
"1522",Inf
"1523",Inf
"1524",Inf
"1525",Inf
"1526",Inf
"1527",Inf
"1528",0.402178876835979
"1529",0.0307258891187961
"1530",Inf
"1531",Inf
"1532",0.0808618279707191
"1533",Inf
"1534",Inf
"1535",Inf
"1536",Inf
"1537",Inf
"1538",0.0836028994740702
"1539",2.5535618752687
"1540",Inf
"1541",4.95815886503942
"1542",0.427999899037612
"1543",Inf
"1544",0.0133982304251195
"1545",Inf
"1546",Inf
"1547",Inf
"1548",0.61626553708382
"1549",Inf
"1550",Inf
"1551",Inf
"1552",Inf
"1553",Inf
"1554",Inf
"1555",Inf
"1556",Inf
"1557",Inf
"1558",Inf
