"","x"
"903",Inf
"904",Inf
"905",Inf
"906",Inf
"907",0.487430347394508
"908",Inf
"909",Inf
"910",0.394458100514046
"911",13.075043473598
"912",Inf
"913",Inf
"914",Inf
"915",Inf
"916",Inf
"917",0.061603254561895
"918",Inf
"919",2.79600548850973
"920",1.70123962643871
"921",8.96984216699665
"922",0.399798409988787
"923",Inf
"924",Inf
"925",Inf
"926",110570.438943264
"927",0.137711323948141
"928",Inf
"929",0.0341312110435906
"930",Inf
"931",1.07612431002508
"932",Inf
"933",Inf
"934",Inf
"935",Inf
"936",1.02734998283413
"937",291695.437183683
"938",7.58750825329255
"939",Inf
"940",Inf
"941",Inf
"942",Inf
"943",0.771316769880491
"944",11.982397503689
"945",Inf
"946",Inf
"947",1.3194749558157
"948",6.93221819049458
"949",Inf
"950",5.76676040727578
"951",Inf
"952",Inf
"953",Inf
"954",Inf
"955",Inf
"956",Inf
"957",9.71276824831856
"958",Inf
"959",3.77365156838759
"960",37404.8120000319
"961",Inf
"962",2.00994524913643
"963",0.00632263800794406
"964",0.232282483465467
"965",Inf
"966",Inf
"967",Inf
"968",Inf
"969",Inf
"970",Inf
"971",Inf
"972",Inf
"973",Inf
"974",Inf
"975",Inf
"976",Inf
"977",Inf
"978",9.91787132723668
"979",Inf
"980",Inf
"981",Inf
"982",15534.1980571793
"983",58682.579267677
"984",Inf
"985",Inf
"986",10.8735035658827
"987",Inf
"988",38896.0482801737
"989",0.197392870202883
"990",0.00135301795773797
"991",1.22732334938251
"992",0.0761921382622831
"993",Inf
"994",Inf
"995",Inf
"996",Inf
"997",Inf
"998",0.0063226387227361
"999",Inf
"1000",Inf
"1001",0.303262772218227
"1002",0.242189708839718
"1003",0.528481677090074
"1004",Inf
"1005",0.339900831348859
"1006",13.1951066570587
"1007",0.035172154404249
"1008",Inf
"1009",Inf
"1010",Inf
"1011",1.41788160555012
"1012",Inf
"1013",Inf
"1014",3.70296710983043
"1015",2.14703178550341
"1016",6.91648821775942
"1017",Inf
"1018",8.72175845551022
"1019",1.16289862932407
"1020",Inf
"1021",Inf
"1022",Inf
"1023",Inf
"1024",Inf
"1025",10.3461424633134
"1026",0.507865598415931
"1027",0.0662918301145972
"1028",Inf
"1029",Inf
"1030",Inf
"1031",Inf
"1032",4.09175365963443
"1033",Inf
"1034",Inf
"1035",12.0931399108669
"1036",1.622186174442
"1037",0.555056581133531
"1038",14.083278945613
"1039",Inf
"1040",19813.5986342156
"1041",Inf
"1042",Inf
"1043",Inf
"1044",0.488926490829541
"1045",Inf
"1046",1.79926012005455
"1047",3.48754415890221
"1048",2.17270751978621
"1049",Inf
"1050",2.33413499376101
"1051",11.6087064678216
"1052",Inf
"1053",Inf
"1054",Inf
"1055",Inf
"1056",Inf
"1057",Inf
"1058",Inf
"1059",Inf
"1060",Inf
"1061",0.536196886459034
"1062",0.0569595315582538
"1063",Inf
"1064",Inf
"1065",3.04118071523766
"1066",0.761674285182528
"1067",0.253145538190364
"1068",Inf
"1069",Inf
"1070",Inf
"1071",Inf
"1072",1.67398691037804
"1073",Inf
"1074",Inf
"1075",Inf
"1076",1.57406179352036
"1077",Inf
"1078",Inf
"1079",1.25113355305864
"1080",0.761705247509628
"1081",9.55554849268304
"1082",Inf
"1083",Inf
"1084",Inf
"1085",Inf
"1086",Inf
"1087",Inf
"1088",Inf
"1089",Inf
"1090",1.46204262791182
"1091",Inf
"1092",Inf
"1093",Inf
"1094",Inf
"1095",6.08112066809237
"1096",Inf
"1097",7.08557814736524
"1098",0.143489813911826
"1099",Inf
"1100",Inf
"1101",Inf
"1102",Inf
"1103",Inf
"1104",Inf
"1105",7.1666981948169
"1106",0.0106434515657185
"1107",Inf
"1108",26.1977607766134
"1109",Inf
"1110",0.000423223893135689
"1111",2.38170622353845
"1112",0.277796242090365
"1113",2.58101341219641
"1114",Inf
"1115",7.41305804888367
"1116",12890.5058198753
"1117",14538.2177002872
"1118",Inf
"1119",0.00313203572536223
"1120",Inf
"1121",0.372139885314475
"1122",Inf
"1123",11.0967335493093
"1124",10.7113588164196
"1125",2.85143299282159
"1126",12.4923745947634
"1127",2.96896189716356
"1128",Inf
"1129",Inf
"1130",Inf
"1131",Inf
"1132",3.09614437394477
"1133",0.00195376485620923
"1134",0.443188502096076
"1135",4.59962813706758
"1136",43472.3498483306
"1137",1.26558073187079
"1138",Inf
"1139",Inf
"1140",Inf
"1141",0.859981470689652
"1142",Inf
"1143",Inf
"1144",0.512003481447301
"1145",Inf
"1146",Inf
"1147",Inf
"1148",9.28167378436519
"1149",Inf
"1150",Inf
"1151",Inf
"1152",0.623102956851119
"1153",Inf
"1154",Inf
"1155",56.6445606796391
"1156",Inf
"1157",61.8516343077723
"1158",Inf
"1159",3.49346290181608
"1160",Inf
"1161",0.0102973268245557
"1162",0.108478400864043
"1163",1.92545539120857
"1164",Inf
"1165",Inf
"1166",Inf
"1167",Inf
"1168",Inf
"1169",Inf
"1170",0.0228022919859469
"1171",Inf
"1172",Inf
"1173",4.89998851768794
"1174",1.74636463995241
"1175",Inf
"1176",Inf
"1177",0.207389429383137
"1178",3.23031089811122
"1179",Inf
"1180",27.9840104302669
"1181",0.0399520598078969
"1182",Inf
"1183",2.28740459990791
"1184",4.7242646638171
"1185",2.74371573088744
"1186",Inf
"1187",Inf
"1188",Inf
"1189",Inf
"1190",Inf
"1191",6.32908689184686
"1192",Inf
"1193",7.21789672473892
"1194",Inf
"1195",0.359639719633234
"1196",Inf
"1197",2.05400117755784
"1198",Inf
"1199",0.302509265644478
"1200",Inf
"1201",Inf
"1202",Inf
"1203",Inf
"1204",Inf
"1205",Inf
"1206",Inf
"1207",Inf
"1208",Inf
"1209",Inf
"1210",Inf
"1211",0.0400224511177592
"1212",Inf
"1213",Inf
"1214",Inf
"1215",Inf
"1216",Inf
"1217",1.5516826821432
"1218",1.92128275044412
"1219",Inf
"1220",Inf
"1221",Inf
"1222",147546.264385808
"1223",Inf
"1224",Inf
"1225",Inf
"1226",1.33160185767716
"1227",Inf
"1228",0.184012120446515
"1229",5.59744444845944
"1230",5.55359507928652
"1231",Inf
"1232",Inf
"1233",0.0450744957481466
"1234",Inf
"1235",123.856500329397
"1236",1.17785970415192
"1237",Inf
"1238",Inf
"1239",Inf
"1240",Inf
"1241",Inf
"1242",Inf
"1243",Inf
"1244",Inf
"1245",Inf
"1246",Inf
"1247",1.93548638861787
"1248",3.30151812980848
"1249",5.28895721123388
"1250",3.18865633161061
"1251",Inf
"1252",0.5795910407349
"1253",Inf
"1254",Inf
"1255",Inf
"1256",0.0625976545125563
"1257",2.93651239192605
"1258",Inf
"1259",4.7589608670801
"1260",Inf
"1261",Inf
"1262",0.227216225368361
"1263",Inf
"1264",8.92590132969085
"1265",2.68939977258
"1266",1.21831534053424
"1267",Inf
"1268",Inf
"1269",0.00458756352628278
"1270",Inf
"1271",Inf
"1272",1.39691329310625
"1273",Inf
"1274",1.36943280656896
"1275",Inf
"1276",Inf
"1277",Inf
"1278",Inf
"1279",Inf
"1280",Inf
"1281",Inf
"1282",Inf
"1283",Inf
"1284",2.19311839006979
"1285",Inf
"1286",0.936995742098735
"1287",3.21402870642438
"1288",Inf
"1289",Inf
"1290",0.026232761291239
"1291",Inf
"1292",Inf
"1293",Inf
"1294",Inf
"1295",Inf
"1296",7.02926777794045e-05
"1297",Inf
"1298",Inf
"1299",Inf
"1300",Inf
"1301",Inf
"1302",Inf
"1303",Inf
"1304",Inf
"1305",Inf
"1306",Inf
"1307",Inf
"1308",Inf
"1309",Inf
"1310",8.41762004659695
"1311",Inf
"1312",2.58654657977328
"1313",0.603890934138068
"1314",Inf
"1315",Inf
"1316",171072.7050361
"1317",Inf
"1318",Inf
"1319",1.25510432319509
"1320",Inf
"1321",Inf
"1322",Inf
"1323",Inf
"1324",Inf
"1325",Inf
"1326",Inf
"1327",Inf
"1328",Inf
"1329",1.46194813664229
"1330",Inf
"1331",Inf
"1332",4.20298434838318
"1333",0.613242783889409
"1334",0.978787608850633
"1335",Inf
"1336",3.19372150349529
"1337",5.42904150433031
"1338",Inf
"1339",4.6510398425763
"1340",6.84676774850922
"1341",Inf
"1342",Inf
"1343",Inf
"1344",2.36627039748559
"1345",0.191086358645955
"1346",Inf
"1347",Inf
"1348",Inf
"1349",0.0761921382622905
"1350",Inf
"1351",4.46430902091562
"1352",Inf
"1353",Inf
"1354",0.277517539719373
"1355",0.0109416140980597
"1356",0.200294118312745
"1357",Inf
"1358",0.0377776294649602
"1359",Inf
"1360",26828.411192053
"1361",0.505812692498864
"1362",1.22090957088641
"1363",0.117711329714538
"1364",10.9865785687216
"1365",Inf
"1366",Inf
"1367",Inf
"1368",0.169636851455193
"1369",0.19848211502387
"1370",Inf
"1371",Inf
"1372",1.28586766250958
"1373",8.71808423613301
"1374",Inf
"1375",Inf
"1376",0.251835481798669
"1377",0.0808618279706524
"1378",13.187481545917
"1379",1.93856314945858
"1380",Inf
"1381",Inf
"1382",Inf
"1383",Inf
"1384",1.40604092307071
"1385",Inf
"1386",Inf
"1387",Inf
"1388",Inf
"1389",0.0372678201988466
"1390",Inf
"1391",Inf
"1392",Inf
"1393",4.36410440891388e-05
"1394",Inf
"1395",1.52714789176621
"1396",10.9760438153261
"1397",Inf
"1398",51453.3119871513
"1399",4.93599538898079
"1400",4.82783794481379
"1401",Inf
"1402",Inf
"1403",0.297452018839097
"1404",Inf
"1405",Inf
"1406",4.15700695140451
"1407",Inf
"1408",Inf
"1409",Inf
"1410",Inf
"1411",0.648847691435186
"1412",0.145752835397408
"1413",0.0283355696823108
"1414",0.783495472081284
"1415",Inf
"1416",6.03899956409195
"1417",Inf
"1418",Inf
"1419",0.163138729949248
"1420",Inf
"1421",Inf
"1422",Inf
"1423",52.4206950328546
"1424",0.0515385001072068
"1425",Inf
"1426",8.78210789588842
"1427",0.0193106436118082
"1428",0.0161239380383063
"1429",0.0625976545124378
"1430",Inf
"1431",Inf
"1432",Inf
"1433",Inf
"1434",Inf
"1435",11.6985452248018
"1436",0.0423527282797149
"1437",Inf
"1438",Inf
"1439",0.188046173201653
"1440",19.3246344704473
"1441",1.38694032173875
"1442",Inf
"1443",Inf
"1444",Inf
"1445",Inf
"1446",3.74563777860135
"1447",Inf
"1448",Inf
"1449",Inf
"1450",1.77718922552138
"1451",5498.29556043896
"1452",0.138733009747652
"1453",2.43195072400561
"1454",Inf
"1455",0.171919508967091
"1456",0.313295803998376
"1457",10.0801188459527
"1458",0.117711329714488
"1459",Inf
"1460",Inf
"1461",Inf
"1462",0.130011057150164
"1463",0.364899952134137
"1464",Inf
"1465",Inf
"1466",1.66722478482362
"1467",Inf
"1468",Inf
"1469",Inf
"1470",23588.5680020555
"1471",Inf
"1472",15.2552016366995
"1473",Inf
"1474",1.15148669768357
"1475",Inf
"1476",Inf
"1477",3.07842486051014
"1478",0.842622806159926
"1479",45448.4917040483
"1480",Inf
"1481",Inf
"1482",Inf
"1483",Inf
"1484",Inf
"1485",Inf
"1486",9.6344879730192
"1487",0.310888938001917
"1488",0.299966734468198
"1489",5.11876308797842
"1490",Inf
"1491",Inf
"1492",Inf
"1493",6.81825305805571
"1494",Inf
"1495",Inf
"1496",Inf
"1497",0.145524920405948
"1498",13900.9663646713
"1499",Inf
"1500",Inf
"1501",Inf
"1502",Inf
"1503",Inf
"1504",Inf
"1505",Inf
"1506",3.47628692809682
"1507",0.00458756352628695
"1508",Inf
"1509",Inf
"1510",Inf
"1511",2.61742648879938
"1512",52651.9630817246
"1513",3.32201590079276
"1514",Inf
"1515",Inf
"1516",Inf
"1517",1.137372604349
"1518",0.68914373340239
"1519",4.18559971876367
"1520",3.46155951828686
"1521",Inf
"1522",Inf
"1523",Inf
"1524",Inf
"1525",Inf
"1526",Inf
"1527",0.117711329714577
"1528",3.46411405324101
"1529",Inf
"1530",Inf
"1531",2.96020450000399
"1532",Inf
"1533",Inf
"1534",Inf
"1535",0.2605857951975
"1536",Inf
"1537",3.75638218324067
"1538",Inf
"1539",Inf
"1540",Inf
"1541",Inf
"1542",2.71620052726977
"1543",0.16815526569675
"1544",0.00317608789284067
"1545",Inf
"1546",0.0193043767253099
"1547",Inf
"1548",0.789208817194906
"1549",Inf
"1550",Inf
"1551",Inf
"1552",Inf
"1553",Inf
"1554",0.168202069468566
"1555",0.148527541037026
